geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Murcia_hdbscan_5_5
POINT (-1.1240353 37.9753629),Jade Motor,motorcycle,,,,,,Calle Pintor Pedro Flores,32,30011.0,Kawasaki;KTM;Husqvarna;Benelli;Kewaay,JadeMotor SL,,-1.1240353,37.9753629,-125128,4227417,jade motor,-1
POINT (-1.1613723 37.9414082),,hairdresser,,,,,,Calle Ave María,,30120.0,,,,-1.1613723,37.9414082,-129284,4223638,,65
POINT (-1.1340039 37.9850151),Pastelaria Zaher,,bar,,,,,Calle Riquelme,13,30004.0,,,,-1.1340039,37.9850151,-126237,4228492,pastelaria zaher,-1
POINT (-1.1257837 37.9833661),Pura Cepa,,restaurant,,,,,Plaza Cristo del Rescate,8,30001.0,,,,-1.1257837,37.9833661,-125322,4228308,pura cepa,99
POINT (-1.1315502 37.9893995),Jaime I,,charging_station,,,,,,,,,Feníe Energía,,-1.1315502,37.9893995,-125964,4228980,jaime i,118
POINT (-1.1379677 37.9931978),Dia,supermarket,,,,,,,,,Dia,,,-1.1379677,37.9931978,-126679,4229403,dia,-1
POINT (-1.1531946 38.0111462),Taùlla,,restaurant,,,,,,,,,,,-1.1531946,38.0111462,-128374,4231401,taùlla,66
POINT (-1.1569485 38.0120627),Cátame Despacito,,restaurant,,,,,,,,,,,-1.1569485,38.0120627,-128792,4231503,cátame despacito,-1
POINT (-1.1547521 38.010116),La Croqueteria,,restaurant,,,,,,,,,,,-1.1547521,38.010116,-128547,4231286,la croqueteria,-1
POINT (-1.1512538 38.0128885),Cerveceria el Barrilero de José,,restaurant,,,,,,,,,,,-1.1512538,38.0128885,-128158,4231595,cerveceria el barrilero de josé,66
POINT (-1.1331672 37.9795441),Centro de Salud Barrio del Carmen,,clinic,,clinic,,,,,,,,,-1.1331672,37.9795441,-126144,4227883,centro de salud barrio del carmen,83
POINT (-1.0017525 38.0089328),Consultorio Médico Zeneta,,doctors,,,,,,,,,,,-1.0017525,38.0089328,-111515,4231154,consultorio médico zeneta,7
POINT (-0.9959396 38.0119627),Farmacia Mª Andrea Selma Ferrández,,pharmacy,,,,,,,,,,,-0.9959396,38.0119627,-110868,4231492,farmacia mª andrea selma ferrández,7
POINT (-0.9998409 38.0097236),Centro Veterinario Zeneta,,veterinary,,,,,,,,,,,-0.9998409,38.0097236,-111302,4231242,centro veterinario zeneta,7
POINT (-1.0009929 38.0090016),Floristería Petit Bouquet,florist,,,,,,,,,,,,-1.0009929,38.0090016,-111431,4231162,floristería petit bouquet,7
POINT (-1.1024728 38.0136992),Embargos a lo Bestia,yes,,,,,,,,,,,,-1.1024728,38.0136992,-122727,4231685,embargos a lo bestia,57
POINT (-1.1334415 37.9842657),Hotel Zenit,,,hotel,,,,,,,,,,-1.1334415,37.9842657,-126175,4228408,hotel zenit,96
POINT (-1.1760268 37.9966725),Tira la caña,,bar,,,,,,,,,,,-1.1760268,37.9966725,-130915,4229790,tira la caña,34
POINT (-1.1316651 37.991486),Super Dumbo,supermarket,,,,,,,,,,,,-1.1316651,37.991486,-125977,4229212,super dumbo,-1
POINT (-1.131924 37.9897993),Zara,clothes,,,,,,,,,Zara,,,-1.131924,37.9897993,-126006,4229024,zara,118
POINT (-1.1323285 37.9883703),Bershka,clothes,,,,,,,,,Bershka,,,-1.1323285,37.9883703,-126051,4228865,bershka,-1
POINT (-1.1320195 37.9874747),Druni Murcia,clothes,,,,,,,,,,,,-1.1320195,37.9874747,-126016,4228766,druni murcia,-1
POINT (-1.1323688 37.9865749),Orange,mobile_phone,,,,,,,,,Orange,,,-1.1323688,37.9865749,-126055,4228666,orange,-1
POINT (-1.1322004 37.9857188),Yves Rocher,beauty,,,,,,,,,Yves Rocher,,,-1.1322004,37.9857188,-126037,4228570,yves rocher,-1
POINT (-1.1320073 37.9844339),Mercadona,supermarket,,,,,,,,,Mercadona,,,-1.1320073,37.9844339,-126015,4228427,mercadona,97
POINT (-1.1314249 37.9842873),TEDi,variety_store,,,,,,,,,TEDi,,,-1.1314249,37.9842873,-125950,4228411,tedi,-1
POINT (-1.1312261 37.9871989),Carrefour Express,convenience,,,,,,,,,Carrefour Express,Groupe Carrefour,,-1.1312261,37.9871989,-125928,4228735,carrefour express,-1
POINT (-1.1479544 38.040584),Muerde la pasta,,restaurant,,,,,,,,,,,-1.1479544,38.040584,-127790,4234678,muerde la pasta,20
POINT (-1.1097433 38.0023029),OKSofás Murcia,furniture,,,,,,Avenida de Alicante,114,30007.0,,,,-1.1097433,38.0023029,-123537,4230416,oksofás murcia,60
POINT (-1.114701 37.9765019),OKSofás Murcia Sur,furniture,,,,,,Avenida de Los Dolores,3,30011.0,,,,-1.114701,37.9765019,-124089,4227544,oksofás murcia sur,73
POINT (-1.1404205 37.9931059),OKSofás Ronda Norte,furniture,,,,,,Ronda Norte,22,30009.0,,,,-1.1404205,37.9931059,-126952,4229393,oksofás ronda norte,-1
POINT (-1.0767079 37.987753),La Machacanta,,restaurant,,,,,Camino Barca de Salazar,2,30570.0,,,,-1.0767079,37.987753,-119859,4228797,la machacanta,-1
POINT (-1.0783852 37.9884448),TESSAI,,,,,company,,Camino de los Serranos,,30570.0,,,,-1.0783852,37.9884448,-120046,4228874,tessai,-1
POINT (-1.1567191 38.0039588),La Rayuela,,cafe,,,,,Calle Escritor Francisco Alemán Sainz,2,30100.0,,,,-1.1567191,38.0039588,-128766,4230601,la rayuela,63
POINT (-1.0806384 37.8189344),Museo Cartago Colección,,,museum,,,,,,,,,,-1.0806384,37.8189344,-120297,4210004,museo cartago colección,4
POINT (-1.1213899 37.9850827),Teléfono de la Esperanza,,,,,ngo,,,,,,,,-1.1213899,37.9850827,-124833,4228499,teléfono de la esperanza,-1
POINT (-1.134736 37.9871653),Unión General de Trabajadores (UGT),,,,,ngo,,,,,,,,-1.134736,37.9871653,-126319,4228731,unión general de trabajadores (ugt),89
POINT (-1.1347917 37.9875345),Confederación Regional de Organizaciones Empresariales de Murcia (CROEM),,,,,association,,,,,,,,-1.1347917,37.9875345,-126325,4228772,confederación regional de organizaciones empresariales de murcia (croem),89
POINT (-1.1275489 37.9876184),González Palencia,books,,,,,,Calle de la Merced,9,30001.0,,Diego Marín,,-1.1275489,37.9876184,-125519,4228782,gonzález palencia,-1
POINT (-1.1244712 37.9858506),Itaca,,cafe,,,,,,,,,,,-1.1244712,37.9858506,-125176,4228585,itaca,-1
POINT (-1.1220411 37.9821055),Foodtopía,,fast_food,,,,,,,,,,,-1.1220411,37.9821055,-124906,4228168,foodtopía,-1
POINT (-1.1290947 37.986946),Martínez,,bar,,,,,,,,,,,-1.1290947,37.986946,-125691,4228707,martínez,-1
POINT (-1.1279329 37.9874003),Diego Marín,books,,,,,,,,,,,,-1.1279329,37.9874003,-125561,4228757,diego marín,114
POINT (-1.1171069 37.9763566),Centro de la mujer,,community_centre,,,,,,,,,,,-1.1171069,37.9763566,-124356,4227528,centro de la mujer,-1
POINT (-1.1206549 37.975137),M'APETECE. Comida para llevar,,fast_food,,,,,,,,,,,-1.1206549,37.975137,-124751,4227392,m'apetece. comida para llevar,79
POINT (-1.1207268 37.980394),Clínica Infante,,clinic,,,,,,,,,,,-1.1207268,37.980394,-124759,4227977,clínica infante,80
POINT (-1.1285713 37.9802392),CC.OO.,,,,,ngo,,,,,,,,-1.1285713,37.9802392,-125633,4227960,cc.oo.,87
POINT (-1.1323172 37.9836315),Arquia,,bank,,,,,,,,,,,-1.1323172,37.9836315,-126050,4228338,arquia,97
POINT (-1.1326797 37.9892107),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1326797,37.9892107,-126090,4228959,banco sabadell,103
POINT (-1.1297212 37.9847068),Filmoteca Regional Francisco Rabal,,cinema,,,,,,,,,,,-1.1297212,37.9847068,-125761,4228458,filmoteca regional francisco rabal,-1
POINT (-1.1267816 37.9780165),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1267816,37.9780165,-125433,4227713,banco sabadell,86
POINT (-1.1290492 37.9845703),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1290492,37.9845703,-125686,4228442,banco sabadell,109
POINT (-1.1293527 37.9868128),Banco Santander,,bank,,,,,,,,Banco Santander,Santander,,-1.1293527,37.9868128,-125720,4228692,banco santander,110
POINT (-1.1222882 37.9805884),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1222882,37.9805884,-124933,4227999,banco sabadell,-1
POINT (-1.1285495 37.9779436),El corral,convenience,,,,,,,,,,,,-1.1285495,37.9779436,-125630,4227705,el corral,-1
POINT (-1.1127039 37.9799909),,,atm,,,,,,,,,Banco Sabadell,,-1.1127039,37.9799909,-123866,4227933,,73
POINT (-1.1355762 37.9902835),Muface,,,,,government,,,,,,,,-1.1355762,37.9902835,-126412,4229078,muface,-1
POINT (-1.1350416 37.9906866),Triodos Bank,,bank,,,,,,,,,,,-1.1350416,37.9906866,-126353,4229123,triodos bank,-1
POINT (-1.1340556 37.9879893),Presidencia de la Región de Murcia,,,,,government,,,,,,,,-1.1340556,37.9879893,-126243,4228823,presidencia de la región de murcia,89
POINT (-1.1286568 37.9897761),Aparcamiento de bicicletas municipal,outdoor,,,,,,,,,,,,-1.1286568,37.9897761,-125642,4229022,aparcamiento de bicicletas municipal,-1
POINT (-1.1328732 37.9860524),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1328732,37.9860524,-126111,4228607,banco sabadell,-1
POINT (-1.1271133 37.9893573),Servicio Municipal de Estadística,,,,,government,,,,,,Ayuntamiento de Murcia,,-1.1271133,37.9893573,-125470,4228975,servicio municipal de estadística,-1
POINT (-1.1359456 37.9878173),La Ropería (Cáritas),,,,,ngo,,,,,,,,-1.1359456,37.9878173,-126453,4228804,la ropería (cáritas),89
POINT (-1.12522 37.9922999),Asisa,,doctors,,doctor,,,,,,,,,-1.12522,37.9922999,-125259,4229303,asisa,-1
POINT (-1.1350883 37.9872178),Catastro,,,,,government,,,,,,,,-1.1350883,37.9872178,-126358,4228737,catastro,89
POINT (-1.1271475 37.9865079),OMIC (Oficina Municipal de Información al Consumidor),,,,,government,,,,,,,,-1.1271475,37.9865079,-125474,4228658,omic (oficina municipal de información al consumidor),-1
POINT (-1.13813 37.986112),ONCE,,,,,ngo,,,,,,,,-1.13813,37.986112,-126697,4228614,once,-1
POINT (-1.1194255 37.9843154),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.1194255,37.9843154,-124614,4228414,banco sabadell,81
POINT (-1.130371 37.9798108),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,,,-1.130371,37.9798108,-125833,4227913,banco sabadell,87
POINT (-1.1278784 37.9807871),Tanatorio,funeral_directors,,,,,,,,,,,,-1.1278784,37.9807871,-125555,4228021,tanatorio,-1
POINT (-1.1199739 37.9770949),Academia Camargo,,school,,,,,,,,,,,-1.1199739,37.9770949,-124675,4227610,academia camargo,79
POINT (-1.1326356 37.9852039),Museo Ramón Gaya,,,museum,,,,,,,,,,-1.1326356,37.9852039,-126085,4228513,museo ramón gaya,96
POINT (-1.1299248 37.9843365),Rincón del Fontes,,restaurant,,,,,,,,,,,-1.1299248,37.9843365,-125783,4228416,rincón del fontes,104
POINT (-1.1288559 37.9847435),Trapería Uno,,restaurant,,,,,Calle Trapería,2,30001.0,,,,-1.1288559,37.9847435,-125664,4228462,trapería uno,109
POINT (-1.1317778 37.9854764),Tiger,gift,,,,,,,,,,,,-1.1317778,37.9854764,-125990,4228543,tiger,-1
POINT (-1.1366412 37.9880068),La ciclo - La Solar Energía - Fiare Banca Ética,,,,,yes,,,,,,,,-1.1366412,37.9880068,-126531,4228825,la ciclo - la solar energía - fiare banca ética,-1
POINT (-1.136525 37.9847312),Herbolario Alegría,convenience,,,,,,,,,,,,-1.136525,37.9847312,-126518,4228460,herbolario alegría,-1
POINT (-1.129407 37.9924982),Óptica Visionprix,optician,,,,,,,,,,,,-1.129407,37.9924982,-125726,4229325,óptica visionprix,113
POINT (-1.1259518 37.9885881),Maraña,,bar,,,,,,,,,,,-1.1259518,37.9885881,-125341,4228890,maraña,-1
POINT (-1.1139865 37.9763371),Taller mecánico Hurtado,car_repair,,,,,,,,,,,,-1.1139865,37.9763371,-124009,4227526,taller mecánico hurtado,73
POINT (-1.1301054 37.987067),Oxfam Intermón,,,,,ngo,,,,,,,,-1.1301054,37.987067,-125803,4228720,oxfam intermón,-1
POINT (-1.1197751 37.9762519),Clínica veterinaria,,veterinary,,,,,,,,,,,-1.1197751,37.9762519,-124653,4227516,clínica veterinaria,79
POINT (-1.1342012 37.9865997),La Plaza de DIA,supermarket,,,,,,,,,La Plaza de DIA,,,-1.1342012,37.9865997,-126259,4228668,la plaza de dia,89
POINT (-1.130458 37.9906851),Clínica Fisioterapia Alfonso X el Sabio,,doctors,,doctor,,,,,,,,,-1.130458,37.9906851,-125843,4229123,clínica fisioterapia alfonso x el sabio,108
POINT (-1.125068 37.9915467),Instituto de Servicios Sociales de la Región de Murcia. Sección de Información y Registro,,,,,government,,,,,,,,-1.125068,37.9915467,-125243,4229219,instituto de servicios sociales de la región de murcia. sección de información y registro,-1
POINT (-1.0850643 37.9996836),Megumi,party,,,,,,,,,,,,-1.0850643,37.9996836,-120789,4230125,megumi,-1
POINT (-1.0861547 37.9992303),El Pollo Rico,,fast_food,,,,,,,,,,chicken,-1.0861547,37.9992303,-120911,4230074,el pollo rico,-1
POINT (-1.126643 37.9841196),Colectivo No Te Prives,,community_centre,,,,,Calle Rocamora,,,,,,-1.126643,37.9841196,-125418,4228392,colectivo no te prives,-1
POINT (-1.1332065 37.9790804),Pa ti Pa mi,,cafe,,,,,,,,,,,-1.1332065,37.9790804,-126149,4227831,pa ti pa mi,83
POINT (-1.128421 37.9874819),Piscis Musical Club,,bar,,,,,Plaza de Santo Domingo,6,,,,,-1.128421,37.9874819,-125616,4228766,piscis musical club,114
POINT (-1.1285052 37.9873437),Ficus Bar,,restaurant,,,,,,,,,,,-1.1285052,37.9873437,-125625,4228751,ficus bar,114
POINT (-1.1281242 37.9871896),Movistar,mobile_phone,,,,,,,,,Movistar,,,-1.1281242,37.9871896,-125583,4228734,movistar,114
POINT (-1.1281849 37.9872879),Picadilly Coffee,,cafe,,,,,,,,,,,-1.1281849,37.9872879,-125590,4228745,picadilly coffee,114
POINT (-1.1280343 37.9873305),Green Sushi,,restaurant,,,,,,,,,,sushi,-1.1280343,37.9873305,-125573,4228750,green sushi,114
POINT (-1.0782584 37.965139),parque nueva tiñosa,,,,,,park,,,,,,,-1.0782584,37.965139,-120032,4226279,parque nueva tiñosa,22
POINT (-1.130011 37.987003),Cadena COPE,,,,,telecommunication,,,,,,,,-1.130011,37.987003,-125793,4228713,cadena cope,-1
POINT (-1.1307784 37.9867289),Cajamar,,bank,,,,,,,,Cajamar,,,-1.1307784,37.9867289,-125878,4228683,cajamar,-1
POINT (-1.1298827 37.9955726),,,pharmacy,,pharmacy,,,,,,,,,-1.1298827,37.9955726,-125779,4229667,,-1
POINT (-1.1270604 37.9823746),Edificio de la Convalecencia,,,attraction,,,,,,,,,,-1.1270604,37.9823746,-125464,4228198,edificio de la convalecencia,100
POINT (-1.1367905 37.9623333),Tanatorio Arco Iris,funeral_directors,,,,,,,,,,,,-1.1367905,37.9623333,-126548,4225967,tanatorio arco iris,-1
POINT (-1.1593392 37.9851758),Max Mascotas,pet,,,,,,,,,,,,-1.1593392,37.9851758,-129058,4228510,max mascotas,26
POINT (-1.2175931 37.9867655),Ferretería Cristóbal,hardware,,,,,,,,,,,,-1.2175931,37.9867655,-135542,4228687,ferretería cristóbal,14
POINT (-1.2173213 37.9860012),Petronila,butcher,,,,,,,,,,,,-1.2173213,37.9860012,-135512,4228602,petronila,14
POINT (-1.2190163 37.9844766),,,pharmacy,,,,,,,,,,,-1.2190163,37.9844766,-135701,4228432,,14
POINT (-1.2175353 37.9863705),,newsagent,,,,,,,,,,,,-1.2175353,37.9863705,-135536,4228643,,14
POINT (-1.2176313 37.9852313),,bakery,,,,,,,,,,,,-1.2176313,37.9852313,-135547,4228516,,14
POINT (-1.2163414 37.9853261),Colegio de Primaria,,college,,,,,,,,,,,-1.2163414,37.9853261,-135403,4228527,colegio de primaria,14
POINT (-1.217411 37.9866768),Nardita,supermarket,,,,,,,,,,,,-1.217411,37.9866768,-135522,4228677,nardita,14
POINT (-1.0772924 38.037578),colegio,,college,,,,,"Calle Limonar, 2, 30140 El Esparragal, Murcia",2,30163.0,,,,-1.0772924,38.037578,-119924,4234343,colegio,13
POINT (-1.0774976 38.0363866),Banco Sabadell,,bank,,,,,"Calle Mayor, s/n, 30163 El Esparragal, Murcia",,30163.0,Banco Sabadell,,,-1.0774976,38.0363866,-119947,4234211,banco sabadell,13
POINT (-1.1184708 37.9837424),El Jumillano,,restaurant,,,,,calle Luis Fonte Pagán,4,,,,,-1.1184708,37.9837424,-124508,4228350,el jumillano,81
POINT (-1.1253757 37.9859225),Shooter Lab,,pub,,,,,Calle Victorio,12,30003.0,,,,-1.1253757,37.9859225,-125277,4228593,shooter lab,-1
POINT (-1.1447263 38.0029274),MOVISAT Tecnomovilidad,,,,,company,,Calle Fernando Alonso Navarro,12,30009.0,,,,-1.1447263,38.0029274,-127431,4230486,movisat tecnomovilidad,-1
POINT (-1.1306014 38.0243796),Pizza Pac,,restaurant,,,,,,,,,,pizza,-1.1306014,38.0243796,-125859,4232874,pizza pac,40
POINT (-1.1304916 38.0247401),Covirán,supermarket,,,,,,,,,Covirán,,,-1.1304916,38.0247401,-125846,4232914,covirán,40
POINT (-1.131073 38.024891),Pepote,,bar,,,,,,,,,,,-1.131073,38.024891,-125911,4232931,pepote,40
POINT (-1.1287718 37.9860587),"Consejería de Empleo, Investigación y Universidades",,,,,government,,Calle San Cristóbal,6,,,,,-1.1287718,37.9860587,-125655,4228608,"consejería de empleo, investigación y universidades",-1
POINT (-1.1289247 37.9860334),"Consejería de Empresa, Industria y Portavocía",,,,,government,,Calle San Cristóbal,6,,,,,-1.1289247,37.9860334,-125672,4228605,"consejería de empresa, industria y portavocía",-1
POINT (-1.1338154 37.9878194),"Consejería de Transparencia, Participación y Administración Pública",,,,,government,,Calle Acisclo Díaz,6,,,,,-1.1338154,37.9878194,-126216,4228804,"consejería de transparencia, participación y administración pública",89
POINT (-1.1351658 37.9870071),"Consejería de Turismo, Juventud y Deportes",,,,,government,,Calle Santa Teresa,,30005.0,,,,-1.1351658,37.9870071,-126367,4228714,"consejería de turismo, juventud y deportes",89
POINT (-1.1328714 37.9859977),Banco Sabadell,,bank,,,,,Calle Vinader,14,,Banco Sabadell,,,-1.1328714,37.9859977,-126111,4228601,banco sabadell,-1
POINT (-1.1181432 37.9911078),Capgemini,,,,,consulting,,Nelva,1,,,,,-1.1181432,37.9911078,-124472,4229170,capgemini,76
POINT (-1.1367455 37.9881102),Bicicletas Naga,bicycle,,,,,,Calle Acisclo Díaz,15,30005.0,,Bicicletas Naga,,-1.1367455,37.9881102,-126543,4228836,bicicletas naga,89
POINT (-1.116745 37.9931801),Wok House,,restaurant,,,,,Avenida de Alicante,,30007.0,,,steak_house;asian,-1.116745,37.9931801,-124316,4229401,wok house,-1
POINT (-1.1145808 37.9968119),EuroBikes,motorcycle,,,,,,Avenida de Alicante,58,30007.0,,,,-1.1145808,37.9968119,-124075,4229805,eurobikes,69
POINT (-1.1419666 37.9880371),,,cafe,,,,,,,,,,,-1.1419666,37.9880371,-127124,4228828,,77
POINT (-1.1417842 37.9872613),Radiotelevisión de la Región de Murcia,,,,,government,,,,,,,,-1.1417842,37.9872613,-127103,4228742,radiotelevisión de la región de murcia,77
POINT (-1.1421114 37.987145),Onda Regional de Murcia,,,,,government,,,,,,,,-1.1421114,37.987145,-127140,4228729,onda regional de murcia,77
POINT (-1.1321966 37.9934824),Colegio de Médicos de Murcia,,,,,association,,,,,,,,-1.1321966,37.9934824,-126036,4229434,colegio de médicos de murcia,-1
POINT (-1.1447306 38.0005422),Dirección General de Seguridad Ciudadana y Emergencias,,,,,government,,,,,,,,-1.1447306,38.0005422,-127431,4230220,dirección general de seguridad ciudadana y emergencias,-1
POINT (-1.1450136 38.0004597),112 Región de Murcia,,,,,government,,,,,,Dirección General de Seguridad Ciudadana y Emergencias,,-1.1450136,38.0004597,-127463,4230211,112 región de murcia,-1
POINT (-1.1310024 37.986771),ôven,,restaurant,,,,,,,,,,,-1.1310024,37.986771,-125903,4228687,ôven,-1
POINT (-1.1271423 37.9857499),La Gondola,,restaurant,,,,,,,,,,italian;tapas,-1.1271423,37.9857499,-125473,4228574,la gondola,-1
POINT (-1.132353 37.9760603),"Ecomensajeros Ciclomensajería Murciana, S,L",,post_office,,,,,calle alarilla,2,,,,,-1.132353,37.9760603,-126054,4227495,"ecomensajeros ciclomensajería murciana, s,l",-1
POINT (-1.1339501 37.9913574),ING,,bank,,,,,Avenida General Primo de Rivera,17,,ING,,,-1.1339501,37.9913574,-126231,4229198,ing,112
POINT (-1.1277356 37.9946098),Urban Burrito Bar,,restaurant,,,,,Mariano Ruiz-Funes,5,,,,,-1.1277356,37.9946098,-125540,4229560,urban burrito bar,-1
POINT (-1.1223044 37.9827314),Mariano,hairdresser,,,,,,Comuneros,1,,,,,-1.1223044,37.9827314,-124935,4228238,mariano,-1
POINT (-1.1698713 38.0141583),Recinto deportivo de Espinardo,,,,,,fitness_centre,Campus de Espinardo,13,,,,,-1.1698713,38.0141583,-130230,4231736,recinto deportivo de espinardo,58
POINT (-1.1013043 37.9920568),Oficina de Correos,,post_office,,,,,Trovedero Repuntín,9,,Oficina de Correos,Correos,,-1.1013043,37.9920568,-122597,4229276,oficina de correos,48
POINT (-1.1126382 37.9914505),Carrefour,supermarket,,,,,,,,,Carrefour,,,-1.1126382,37.9914505,-123859,4229208,carrefour,-1
POINT (-1.1287366 37.9695926),Paseo de Florencia,,charging_station,,,,,,,,,Feníe Energía,,-1.1287366,37.9695926,-125651,4226775,paseo de florencia,67
POINT (-1.1284865 37.9815792),Avda. Río Segura,,charging_station,,,,,,,,,Feníe Energía,,-1.1284865,37.9815792,-125623,4228109,avda. río segura,-1
POINT (-1.1305705 37.9930465),Plaza Circular,,charging_station,,,,,,,,,Feníe Energía,,-1.1305705,37.9930465,-125855,4229386,plaza circular,-1
POINT (-1.1302574 37.9830205),Glorieta de España,,charging_station,,,,,,,,,Feníe Energía,,-1.1302574,37.9830205,-125820,4228270,glorieta de españa,-1
POINT (-1.1291719 37.9844416),Soportales de la Catedral,,,attraction,,,,,,,,,,-1.1291719,37.9844416,-125699,4228428,soportales de la catedral,109
POINT (-1.1267745 37.979929),Despacho Su Abogado Especialista,,,,,lawyer,,Calle Santa Joaquina de Vedruna,6,30002.0,,,,-1.1267745,37.979929,-125433,4227926,despacho su abogado especialista,-1
POINT (-1.0490659 38.0189398),Cafetería La Seda,,cafe,,,,,,,30162.0,,,,-1.0490659,38.0189398,-116782,4232268,cafetería la seda,15
POINT (-1.0555587 38.013203),AGROVIGUERAS,agrarian,,,,,,,,30162.0,,,,-1.0555587,38.013203,-117505,4231630,agrovigueras,15
POINT (-1.0465195 38.0256387),,variety_store,,,,,,,,,,,,-1.0465195,38.0256387,-116499,4233014,,15
POINT (-1.0979933 38.0192301),Centro de Visitantes de Monteagudo,,,museum,,,,,,,,,,-1.0979933,38.0192301,-122229,4232301,centro de visitantes de monteagudo,56
POINT (-1.0573027 37.9754485),Pan Moreno,bakery,,,,,,,,,,,,-1.0573027,37.9754485,-117699,4227427,pan moreno,-1
POINT (-1.0180619 38.000445),Larache,,restaurant,,,,,,,,,,mediterranean,-1.0180619,38.000445,-113331,4230210,larache,7
