geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,Alicante_hdbscan_5_5
POINT (-0.5188876 38.3452891),,,bank,,,,,,,,,pastor,,-0.5188876,38.3452891,-1
POINT (-0.4867332 38.3437081),Baby Underground,clothes,,,,,,Carrer de Sant Francesc / Calle San Francisco,52,3001.0,,,,-0.4867332,38.3437081,98
POINT (-0.5703208 38.3383175),El noi II,,restaurant,,,,,,,,,,,-0.5703208,38.3383175,4
POINT (-0.4798933 38.3461929),Pension Versalles,,,guest_house,,,,Calle Villavieja,3 / 2-й этаж,,,,,-0.4798933,38.3461929,-1
POINT (-0.5076316 38.3379377),FlorArte,florist,,,,,,calle Méjico,30 Lc4,3008.0,,,,-0.5076316,38.3379377,57
POINT (-0.4859178 38.3504975),Mercadona,supermarket,,,,,,calle Juan de Herrera,,3004.0,Mercadona,,,-0.4859178,38.3504975,-1
POINT (-0.4713733 38.3547252),Alcampo,supermarket,,,,,,,,,Alcampo,,,-0.4713733,38.3547252,-1
POINT (-0.4107268 38.370573),100 Montaditos,,restaurant,,,,,,,,100 Montaditos,,sandwich,-0.4107268,38.370573,-1
POINT (-0.4951241 38.3446162),Banco Sabadell,,atm,,,,,,,,Banco Sabadell,Banco Sabadell,,-0.4951241,38.3446162,106
POINT (-0.4951317 38.3446055),Banco Santander,,atm,,,,,,,,Banco Santander,,,-0.4951317,38.3446055,106
POINT (-0.4951184 38.3446314),Caixabank,,atm,,,,,,,,Caixabank,Caixabank,,-0.4951184,38.3446314,106
POINT (-0.4941799 38.3428286),Max Mara,clothes,,,,,,,,,Max Mara,,,-0.4941799,38.3428286,93
POINT (-0.4940076 38.3428764),Novo Banco,,bank,,,,,,,,Novo Banco,,,-0.4940076,38.3428764,93
POINT (-0.496791 38.3433053),Trek,bicycle,,,,,,,,,Trek,,,-0.496791,38.3433053,92
POINT (-0.5024613 38.3390973),,,pharmacy,,,,,,,,,,,-0.5024613,38.3390973,-1
POINT (-0.4911547 38.3387277),Caixabank,,bank,,,,,,,,Caixabank,,,-0.4911547,38.3387277,-1
POINT (-0.488351 38.3431958),Cortefiel,clothes,,,,,,,,,Cortefiel,,,-0.488351,38.3431958,98
POINT (-0.4909236 38.3386899),Lidu,,restaurant,,,,,,,,,,chinese,-0.4909236,38.3386899,-1
POINT (-0.5026758 38.3431443),Cervecería La Libélula,,pub,,,,,calle princesa Mercedes,1,3006.0,,,spanish;seafood;tapas,-0.5026758,38.3431443,71
POINT (-0.4881365 38.3482156),Cinca Informática,computer,,,,,,calle poeta Quintana,24,3004.0,,,,-0.4881365,38.3482156,-1
POINT (-0.4488871 38.3652538),,,,guest_house,,,,Avenida de la Albufereta,73,,,,,-0.4488871,38.3652538,-1
POINT (-0.5193092 38.339087),Restaurante Brasería Rosa de los Vientos,,restaurant,,,,,,,,,,,-0.5193092,38.339087,-1
POINT (-0.5049041 38.3598753),,bicycle,,,,,,,,,,,,-0.5049041,38.3598753,-1
POINT (-0.5209365 38.28248),,vacant,,,,,,Paseo de Tomás Durá,,3008.0,,,,-0.5209365,38.28248,5
POINT (-0.520866 38.2850505),Albaladejo y Bernicola,,,,,estate_agent,,Paseo de Tomás Durá,,3008.0,,,,-0.520866,38.2850505,5
POINT (-0.4740986 38.3620887),Cajamar,,bank,,,,,,,,Cajamar,,,-0.4740986,38.3620887,73
POINT (-0.4936696 38.3408823),Cajamar,,bank,,,,,,,,Cajamar,,,-0.4936696,38.3408823,88
POINT (-0.4903609 38.3465316),Cajamar,,bank,,,,,,,,Cajamar,,,-0.4903609,38.3465316,-1
POINT (-0.5139541 38.3295452),Cajamar,,bank,,,,,,,,Cajamar,,,-0.5139541,38.3295452,42
POINT (-0.5081166 38.3443511),Cajamar,,bank,,,,,,,,Cajamar,,,-0.5081166,38.3443511,64
POINT (-0.539083 38.3418068),Bar Merca,,bar,,,,,,,,,,,-0.539083,38.3418068,-1
POINT (-0.410647 38.3689487),Vips,,restaurant,,,,,,,,Vips,,international,-0.410647,38.3689487,21
POINT (-0.4106909 38.3703223),McDonald's,,fast_food,,,,,,,,McDonald's,,burger,-0.4106909,38.3703223,-1
POINT (-0.5144609 38.3303496),BBVA,,bank,,,,,,,,BBVA,ServiRed,,-0.5144609,38.3303496,42
POINT (-0.5147969 38.3301213),Banco Sabadell,,bank,,,,,,,,Banco Sabadell,ServiRed,,-0.5147969,38.3301213,42
POINT (-0.4826007 38.3443484),D'Tablas,,restaurant,,,,,,,,,,,-0.4826007,38.3443484,-1
POINT (-0.4648196 38.3704174),Maison du monde,interior_decoration,,,,,,,,,,,,-0.4648196,38.3704174,46
POINT (-0.4972719 38.3635058),Pan y Chichi,supermarket,,,,,,calle isla de Cuba,59,3009.0,,,,-0.4972719,38.3635058,52
POINT (-0.4975759 38.363376),Auto Moto,car_repair,,,,,,,,,,,,-0.4975759,38.363376,52
POINT (-0.4971572 38.3633887),Imprenta los Ángeles,copyshop,,,,,,,,,,,,-0.4971572,38.3633887,52
POINT (-0.4973107 38.3635958),La causa,,cafe,,,,,,,,,,,-0.4973107,38.3635958,52
POINT (-0.4977559 38.3641864),Segunda Mano,second_hand,,,,,,,,,,,,-0.4977559,38.3641864,52
POINT (-0.4978935 38.3645065),Rodelm'y,hairdresser,,,,,,,,,,,,-0.4978935,38.3645065,52
POINT (-0.4981663 38.3647423),Melissa,butcher,,,,,,,,,,,,-0.4981663,38.3647423,52
POINT (-0.4979612 38.3646592),Los Soles,,bar,,,,,,,,,,,-0.4979612,38.3646592,52
POINT (-0.4817189 38.3493227),,,,viewpoint,,,,,,,,,,-0.4817189,38.3493227,-1
POINT (-0.4669155 38.3534765),,,,viewpoint,,,,,,,,,,-0.4669155,38.3534765,-1
POINT (-0.4673794 38.3540453),,,,viewpoint,,,,,,,,,,-0.4673794,38.3540453,-1
POINT (-0.4797157 38.347807),,,,viewpoint,,,,,,,,,,-0.4797157,38.347807,-1
POINT (-0.4735931 38.3514547),El caldero,,restaurant,,,,,,,,,,seafood;local,-0.4735931,38.3514547,-1
POINT (-0.4727754 38.3491424),Trisurco,,cafe,,,,,,,,,,,-0.4727754,38.3491424,-1
POINT (-0.4880711 38.3434761),parada taxi pza Calvo Sotelo,,taxi,,,,,,,,,,,-0.4880711,38.3434761,98
POINT (-0.5089483 38.3381046),Vista Azul,books,,,,,,calle catedrático Lafuente Vidal,00,3008.0,,,,-0.5089483,38.3381046,57
POINT (-0.4858554 38.3518609),Uñas y Estética María,beauty,,,,,,calle pintor Murillo,4,3004.0,,,,-0.4858554,38.3518609,86
POINT (-0.4798482 38.3453286),Odyssey Rooms,,,hotel,,,,Calle Gravina,9,3002.0,,,,-0.4798482,38.3453286,-1
POINT (-0.4802234 38.3451458),DormirDCine (DDC),,,hotel,,,,Calle Gravina,5,3002.0,,,,-0.4802234,38.3451458,-1
POINT (-0.4809459 38.3635151),Estudio Dental Germán Baeza (Laboratorio),,dentist,,dentist,,,Avda. Periodista Rodolfo Salazar,19,3015.0,,,,-0.4809459,38.3635151,-1
POINT (-0.4798869 38.3419531),La brujula,,restaurant,,,,,Muelle de Levante,6,3001.0,,,,-0.4798869,38.3419531,-1
POINT (-0.4929775 38.3425488),Dealz,variety_store,,,,,,Calle Castellar,3,3003.0,Dealz,Grupo Poundland,,-0.4929775,38.3425488,-1
POINT (-0.4848945 38.3438291),Vinart,alcohol,,,,,,Plaza Gabriel Miró,22,,,,,-0.4848945,38.3438291,98
POINT (-0.4884675 38.3466308),Tresdedos Infográfica,computer,,,,,,calle Ángel Lozano,18,3001.0,,,,-0.4884675,38.3466308,108
POINT (-0.4824408 38.3475203),Rincón de Antonio,,restaurant,,,,,,,,,,,-0.4824408,38.3475203,-1
POINT (-0.4931694 38.3625297),Panadería José María García,bakery,,,,,,,,,,,,-0.4931694,38.3625297,52
POINT (-0.4739473 38.3512998),,,restaurant,,,,,,,,,,pizza,-0.4739473,38.3512998,68
POINT (-0.4890228 38.3413274),Cash Converters Alicante,electronics,,,,,,Carrer Italia,11,3003.0,,cash-converters.es,,-0.4890228,38.3413274,87
POINT (-0.4895045 38.3411053),Zidane,second_hand,,,,,,,,,,,,-0.4895045,38.3411053,87
POINT (-0.5109008 38.347639),Castellano,,restaurant,,,,,,,,,,,-0.5109008,38.347639,59
POINT (-0.4835293 38.3445813),Heladería Borgonesse,,cafe,,,,,,,,,,,-0.4835293,38.3445813,115
POINT (-0.4812968 38.3442736),Vanadí,,cafe,,,,,Passeig de l'Esplanada d'Espanya / Paseo de la Explanada de España,,3002.0,,,coffee_shop,-0.4812968,38.3442736,-1
POINT (-0.5122389 38.3419186),Clínica Ressam.,,clinic,,,,,calle San Lorenzo,1,3007.0,,,,-0.5122389,38.3419186,-1
POINT (-0.4969944 38.3430253),Mazzapan,,cafe,,,,,avenida de Aguilera,21,3007.0,,,bakery,-0.4969944,38.3430253,92
POINT (-0.4975001 38.3429991),BBVA,,bank,,,,,avenida de Aguilera,29,3007.0,BBVA,BBVA,,-0.4975001,38.3429991,92
POINT (-0.4972554 38.3430112),Peluqueria Low Cost,hairdresser,,,,,,avenida de Aguilera,25,3007.0,,,,-0.4972554,38.3430112,92
POINT (-0.4971478 38.3430263),Mapfre,,,,,insurance,,avenida de Aguilera,23,3007.0,Mapfre,,,-0.4971478,38.3430263,92
POINT (-0.4977973 38.3429971),Estanco Expendidura 25,tobacco,,,,,,avenida de Aguilera,33,3007.0,,,,-0.4977973,38.3429971,92
POINT (-0.4978742 38.3428966),Expert,electronics,,,,,,calle Pérez Medina,3,3007.0,Expert,,,-0.4978742,38.3428966,92
POINT (-0.4972836 38.3432865),Agencia Tributaria de Alicante,,,,,government,,avenida de Aguilera,20,3007.0,,,,-0.4972836,38.3432865,92
POINT (-0.4965251 38.3433106),Super Dumbo,supermarket,,,,,,avenida de Aguilera,14,3007.0,,Super Dumbo,,-0.4965251,38.3433106,92
POINT (-0.496274 38.3433337),Macro lámparas,lighting,,,,,,calle Alcalde Ramón Hernández,1,3007.0,,,,-0.496274,38.3433337,92
POINT (-0.4964098 38.3433227),Sanitas Dental,,dentist,,dentist,,,avenida de Aguilera,12,3007.0,,,,-0.4964098,38.3433227,92
POINT (-0.4982845 38.3432331),Domti - todo para 2€,yes,,,,,,,,,,,,-0.4982845,38.3432331,-1
POINT (-0.4990033 38.3432141),Masymas,supermarket,,,,,,avenida de Aguilera,42,3007.0,Masymas,Hermanos Forners,,-0.4990033,38.3432141,-1
POINT (-0.4889738 38.3484751),Centro Médico Adeslas,,clinic,,clinic,,,calle Pablo Iglesias / carrer Pablo Iglesias,27,3004.0,,Adeslas,,-0.4889738,38.3484751,-1
POINT (-0.5142712 38.32855),Mesón Marinero,,restaurant,,,,,calle Fernando Díaz Mendoza,7,,,,,-0.5142712,38.32855,42
POINT (-0.4853033 38.3507133),Horchatería Azul,,cafe,,,,,calle Calderón de la Barca,38,,,,,-0.4853033,38.3507133,-1
POINT (-0.4960126 38.345282),Enterprise,,car_rental,,,,,,,,Enterprise,,,-0.4960126,38.345282,-1
POINT (-0.483802 38.3465441),uLab,,,,,coworking,,Plaça de Sant Cristòfol / Plaza de San Cristóbal,14,3002.0,,,,-0.483802,38.3465441,-1
POINT (-0.4872698 38.3436131),Pizzería Da Sebas,,fast_food,,,,,calle San Francisco,64,3001.0,,,pizza,-0.4872698,38.3436131,98
POINT (-0.4733136 38.3572089),,,,guest_house,,,,,,,,,,-0.4733136,38.3572089,-1
POINT (-0.4956634 38.3444197),Gambrinus,,bar,,,,,,,,,,,-0.4956634,38.3444197,105
POINT (-0.4942638 38.344547),El Molí,bakery,,,,,,,,,,,,-0.4942638,38.344547,102
POINT (-0.4944531 38.3448075),Centauro Estación de tren Alicante AVE,,car_rental,,,,,avenida de Salamanca,14,3005.0,,Centauro Rent a Car,,-0.4944531,38.3448075,102
POINT (-0.487707 38.3466172),Lady's Gym,,,,,,fitness_centre,calle Valdés de las Navas,,,,,,-0.487707,38.3466172,-1
POINT (-0.488543 38.3478969),Restaurante Rias Baixas,,restaurant,,,,,calle Pablo Iglesias,15,,,,spanish;seafood,-0.488543,38.3478969,108
POINT (-0.4876439 38.3473438),Restaurante El Colmado,,restaurant,,,,,,,,,,,-0.4876439,38.3473438,108
POINT (-0.5025045 38.3410573),Second Hand,second_hand,,,,,,calle Santa María Mazzarello,,3007.0,,,,-0.5025045,38.3410573,80
POINT (-0.493433 38.3461251),Bar Don Bosco,,bar,,,,,,,,,,,-0.493433,38.3461251,-1
POINT (-0.4934139 38.3461542),,,cafe,,,,,,,,,,,-0.4934139,38.3461542,-1
POINT (-0.4941864 38.3456408),Cafetería Jumilla,,cafe,,,,,,,,,,,-0.4941864,38.3456408,102
POINT (-0.5090809 38.3764075),Repsol,,restaurant,,,,,,,,,,,-0.5090809,38.3764075,18
POINT (-0.4918982 38.3421637),Terrarvm,,bar,,,,,Calle Pintor Aparicio,32,,,,,-0.4918982,38.3421637,103
POINT (-0.4800221 38.3456395),El Rincon de Nines,,restaurant,,,,,,,,,,tapas;spanish,-0.4800221,38.3456395,-1
POINT (-0.4107313 38.3729726),Burger King,,fast_food,,,,,,,,Burger King,,burger,-0.4107313,38.3729726,-1
POINT (-0.4969221 38.3478496),Horno El Melsa,bakery,,,,,,Juan Ortega,47,3005.0,,,,-0.4969221,38.3478496,72
POINT (-0.4830856 38.3499005),,alcohol,,,,,,,,,,,,-0.4830856,38.3499005,-1
POINT (-0.4778126 38.1659037),,,restaurant,,,,,,,,,,,-0.4778126,38.1659037,0
POINT (-0.4778369 38.1657856),,,restaurant,,,,,,,,,,,-0.4778369,38.1657856,0
POINT (-0.4777971 38.1656397),,,restaurant,,,,,,,,,,,-0.4777971,38.1656397,0
POINT (-0.4776381 38.1654434),,,restaurant,,,,,,,,,,,-0.4776381,38.1654434,0
POINT (-0.477733 38.1655389),,,restaurant,,,,,,,,,,,-0.477733,38.1655389,0
POINT (-0.4835948 38.3468624),Mish Mish,,restaurant,,,,,,,,,,arab;lebanese,-0.4835948,38.3468624,114
POINT (-0.4835349 38.3466347),Mamma Mia,,fast_food,,,,,,,,,,pizza,-0.4835349,38.3466347,114
POINT (-0.4837144 38.3469592),Carabassa,,bar,,,,,,,,,,,-0.4837144,38.3469592,114
POINT (-0.4839517 38.3468786),Bonobo Gastrobar & Cocktails,,bar,,,,,,,,,,,-0.4839517,38.3468786,-1
POINT (-0.4969383 38.3609149),Fain Ascensores,,,,,company,,calle Teulada,90,3009.0,,,,-0.4969383,38.3609149,52
POINT (-0.4797986 38.3402081),Santi,,restaurant,,,,,,,,,,spanish;regional;seafood,-0.4797986,38.3402081,-1
POINT (-0.4873116 38.3734667),,,,guest_house,,,,,,,,,,-0.4873116,38.3734667,32
POINT (-0.4802152 38.3399742),Ancora,,bar,,,,,,,,,,,-0.4802152,38.3399742,-1
POINT (-0.4830013 38.3459644),Amapola,,bar,,,,,,,,,,,-0.4830013,38.3459644,-1
POINT (-0.4112741 38.3705446),Reina's,,restaurant,,,,,,,,,,,-0.4112741,38.3705446,-1
POINT (-0.4524293 38.3591587),La Familia,,restaurant,,,,,Calle Sol Naciente,8,3016.0,,,,-0.4524293,38.3591587,-1
POINT (-0.4696855 38.4057657),Arca de Noé. Centro Recuperación Animales,,clinic,,,,,,,,,,,-0.4696855,38.4057657,-1
POINT (-0.4100265 38.3612828),Life Beach club,sports,,,,,,,,,,,,-0.4100265,38.3612828,-1
POINT (-0.4443379 38.3632154),Chiringuito de playa,,restaurant,,,,,,,,,,,-0.4443379,38.3632154,-1
POINT (-0.4838737 38.3432755),Chocolatería Valor,,cafe,,,,,paseo de la Explanada de España,14,3004.0,,,chocolate;ice_cream,-0.4838737,38.3432755,-1
POINT (-0.5206471 38.2826047),Dvizio,,bar,,,,,Paseo de Tomás Durá,12,,,,,-0.5206471,38.2826047,5
POINT (-0.4841675 38.3431315),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-0.4841675,38.3431315,98
POINT (-0.4125945 38.3836322),Consum,supermarket,,,,,,,,,Consum,,,-0.4125945,38.3836322,13
POINT (-0.4822215 38.3444796),Bandarra de barras,,pub,,,,,Calle Altamira,14,3001.0,,,tapas,-0.4822215,38.3444796,-1
POINT (-0.4407412 38.3677711),Casa Filo,,restaurant,,,,,Calle Remo,7,3016.0,,,spanish,-0.4407412,38.3677711,15
POINT (-0.4869628 38.3485712),Los Maños,,pub,,,,,calle poeta Quintana,4,3004.0,,,,-0.4869628,38.3485712,96
POINT (-0.4854545 38.3436909),El garaje bar,,pub,,,,,Plaza Gabriel Miró,4,3001.0,,,,-0.4854545,38.3436909,98
POINT (-0.485479 38.3437465),el garaje bar,,restaurant,,,,,,,,,,,-0.485479,38.3437465,98
POINT (-0.4742009 38.35004),Asador La Estancia,,restaurant,,,,,Calle Virgen del Socorro,79,3002.0,,,steak_house,-0.4742009,38.35004,68
POINT (-0.4844607 38.3474711),,,,hostel,,,,calle general Primo de Rivera,10,,,,,-0.4844607,38.3474711,112
POINT (-0.4438161 38.3693171),Le Sol,,restaurant,,,,,,,,,,,-0.4438161,38.3693171,15
POINT (-0.4135004 38.3660572),Flamingo,,bar,,,,,,,,,,,-0.4135004,38.3660572,-1
POINT (-0.413723 38.3660277),Chico Calla,,restaurant,,,,,,,,,,,-0.413723,38.3660277,-1
POINT (-0.4427324 38.3637997),,,veterinary,,,,,,,,,,,-0.4427324,38.3637997,-1
POINT (-0.4425044 38.3639858),Sento,,restaurant,,,,,,,,,,,-0.4425044,38.3639858,-1
POINT (-0.4144491 38.37011),Pizzeria Popeye,,restaurant,,,,,,,,,,,-0.4144491,38.37011,26
POINT (-0.4311302 38.362657),Las Brasas,,restaurant,,,,,,,,,,,-0.4311302,38.362657,44
POINT (-0.4311952 38.3626438),No Solo Cartuchos,computer,,,,,,,,,,,,-0.4311952,38.3626438,44
POINT (-0.4918544 38.3389138),Carrefour Express,convenience,,,,,,,,,Carrefour Express,,,-0.4918544,38.3389138,-1
POINT (-0.4912768 38.3463818),ING,,bank,,,,,,,,ING,,,-0.4912768,38.3463818,-1
POINT (-0.4837826 38.3456817),100 Montaditos,,restaurant,,,,,,,,100 Montaditos,,sandwich,-0.4837826,38.3456817,116
POINT (-0.4123177 38.3697625),,,restaurant,,,,,,,,,,,-0.4123177,38.3697625,-1
POINT (-0.4118441 38.3719502),,,pharmacy,,pharmacy,,,,,,,,,-0.4118441,38.3719502,-1
POINT (-0.4118698 38.3721845),Pelican Club,,pub,,,,,Avinguda de la Costa Blanca / Avenida Costa Blanca,148,3540.0,,,,-0.4118698,38.3721845,-1
POINT (-0.4723935 38.3881114),Mirador Interior Monte Orgegia,,,viewpoint,,,,,,,,,,-0.4723935,38.3881114,-1
POINT (-0.4231065 38.3627292),el cielo,,restaurant,,,,,,,,,,,-0.4231065,38.3627292,-1
POINT (-0.4188089 38.3561298),,,,viewpoint,,,,,,,,,,-0.4188089,38.3561298,-1
POINT (-0.4999051 38.3405532),Chinese market,convenience,,,,,,,,,,,,-0.4999051,38.3405532,85
POINT (-0.4344089 38.3635012),"Karaoke ""Oasis"" music hall",,pub,,,,,Avenida de la Condomina,51,3016.0,,,,-0.4344089,38.3635012,-1
POINT (-0.4825195 38.3478733),,,,attraction,,,,,,,,,,-0.4825195,38.3478733,-1
POINT (-0.4806203 38.3437826),,,,attraction,,,,,,,,,,-0.4806203,38.3437826,-1
POINT (-0.4122218 38.384647),farmacia Velero Blanco,,pharmacy,,pharmacy,,,,,,,,,-0.4122218,38.384647,-1
POINT (-0.4893824 38.3455661),Planillo y Pedraz Asesores,,,,,lawyer,,calle médico Pascual Pérez,44,3001.0,,,,-0.4893824,38.3455661,99
POINT (-0.4833339 38.3454779),Las Brasas De San Miguel,,restaurant,,,,,,,,,,steak_house,-0.4833339,38.3454779,-1
POINT (-0.4884099 38.3493091),DisFruta Zumos Naturales,,fast_food,,,,,Plaça de los Hermanos Pascual,1,,,Jose,regional,-0.4884099,38.3493091,89
POINT (-0.4837338 38.3441014),The Good Burger,,fast_food,,,,,,,,The Good Burger,,burger,-0.4837338,38.3441014,-1
POINT (-0.4723379 38.3623184),Complejo Municipal de Deportes,,,,,,sports_centre,,,,,,,-0.4723379,38.3623184,73
POINT (-0.4826684 38.1663497),Divina Boutique,clothes,,,,,,,,,,,,-0.4826684,38.1663497,1
POINT (-0.4809015 38.3657222),Trauma Sport,,clinic,,clinic,,,calle gran vía sidi ifni,17,3014.0,,,,-0.4809015,38.3657222,-1
POINT (-0.4215307 38.3677692),Escaramujo,grocery,,,,,,,,,,,,-0.4215307,38.3677692,33
POINT (-0.4120693 38.3847108),cervezas Alhambra,,bar,,,,,,,,,,,-0.4120693,38.3847108,-1
POINT (-0.4124019 38.3817326),Barrazero,,restaurant,,,,,,,,,,,-0.4124019,38.3817326,13
POINT (-0.416505 38.384087),ASLI DECO,furniture,,,,,,,,,,,,-0.416505,38.384087,-1
POINT (-0.4169244 38.3844844),Coworking Domus,,,,,company,,,,,,,,-0.4169244,38.3844844,16
POINT (-0.4168574 38.3844068),de pasta somos,,restaurant,,,,,,,,,,italian,-0.4168574,38.3844068,-1
POINT (-0.4174884 38.3860748),Que Tal,,bar,,,,,,,,,,,-0.4174884,38.3860748,16
POINT (-0.4170353 38.3856903),Cascanueces,clothes,,,,,,,,,,,,-0.4170353,38.3856903,16
POINT (-0.416996 38.385656),Cascanueces,hardware,,,,,,,,,,,,-0.416996,38.385656,16
POINT (-0.416945 38.3856114),Sweet Bakery,bakery,,,,,,,,,,,,-0.416945,38.3856114,16
POINT (-0.4168893 38.3855644),Mister Galleta,,cafe,,,,,,,,,,,-0.4168893,38.3855644,16
POINT (-0.41673 38.3854265),Cafe Du Parc,,cafe,,,,,,,,,,,-0.41673,38.3854265,16
POINT (-0.4165593 38.3853097),Irish Pub The Place,,pub,,,,,,,,,,,-0.4165593,38.3853097,16
POINT (-0.4126689 38.3819576),Stuz Salon,beauty,,,,,,,,,,,,-0.4126689,38.3819576,13
POINT (-0.4125821 38.3818844),Garberi,,cafe,,,,,,,,,,,-0.4125821,38.3818844,13
POINT (-0.4122338 38.3820934),Cervezeria Kenzo,,bar,,,,,,,,,,,-0.4122338,38.3820934,13
POINT (-0.412151 38.3846637),Delicias,bakery,,,,,,,,,,,,-0.412151,38.3846637,-1
POINT (-0.4154694 38.3831856),Cuerpo Libre,beauty,,,,,,,,,,,,-0.4154694,38.3831856,17
POINT (-0.4153555 38.3830842),IDI,,dentist,,,,,,,,,,,-0.4153555,38.3830842,17
POINT (-0.4155207 38.3832343),Centro educativo Lysmon San Juan,,,,,educational_institution,,,,,,,,-0.4155207,38.3832343,17
POINT (-0.415595 38.3833019),Correiduria de seguros Esencial,,,,,insurance,,,,,,,,-0.415595,38.3833019,17
POINT (-0.4156803 38.3833775),,,,,,,fitness_centre,,,,,,,-0.4156803,38.3833775,17
POINT (-0.4154157 38.3831376),policlinica maio,,doctors,,,,,,,,,,,-0.4154157,38.3831376,17
POINT (-0.4163794 38.3839771),Domus,,,,,estate_agent,,,,,,,,-0.4163794,38.3839771,16
POINT (-0.5082728 38.3309499),Don tapitas,,restaurant,,,,,,,,,,,-0.5082728,38.3309499,43
POINT (-0.5083197 38.3310745),Brujas,,bar,,,,,,,,,,,-0.5083197,38.3310745,43
POINT (-0.4872855 38.3716637),Viviendas T&T,,,,,estate_agent,,calle serra Mariola,,3011.0,,,,-0.4872855,38.3716637,32
POINT (-0.5232795 38.2777083),Colina del aeropuerto,,,viewpoint,,,,,,,,,,-0.5232795,38.2777083,5
POINT (-0.4876495 38.3505162),La Iguana Rock Bar,,pub,,,,,Calle Juan de Herrera,40,3004.0,,,,-0.4876495,38.3505162,90
POINT (-0.4886564 38.3448964),La Montañeta,,restaurant,,,,,calle Álvarez Sereix,1,,,,mediterranean,-0.4886564,38.3448964,-1
POINT (-0.490676 38.3413023),Refugio guerra civil Séneca,,,attraction,,,,,,,,,,-0.490676,38.3413023,-1
POINT (-0.4910019 38.3411538),Refugio guerra civil Séneca,,,attraction,,,,,,,,,,-0.4910019,38.3411538,-1
POINT (-0.4874764 38.3430706),Refugio antiaéreo,,,attraction,,,,,,,,,,-0.4874764,38.3430706,98
POINT (-0.487582 38.3429903),Restobar Gemma Penalva,,restaurant,,,,,calle Canalejas,9,,,,,-0.487582,38.3429903,-1
POINT (-0.4452434 38.3702085),Restaurante Pópuli,,restaurant,,,,,,,,,,,-0.4452434,38.3702085,-1
POINT (-0.460042 38.3555228),Mirador del Palacio de Congresos,,,viewpoint,,,,,,,,,,-0.460042,38.3555228,-1
POINT (-0.4817233 38.3456833),The Plaice in the Corner,,restaurant,,,,,Plaza de la Santísima Faz,3,3002.0,,,fish_and_chips,-0.4817233,38.3456833,107
POINT (-0.4875862 38.3431385),Vegan bombon,pastry,cafe,,,,,calle Canalejas,20,,,,,-0.4875862,38.3431385,98
POINT (-0.4166562 38.3705122),La Vaca Dorada,butcher,,,,,,,,,,,,-0.4166562,38.3705122,23
POINT (-0.4826738 38.3450668),Sale & Pepe Centro,,restaurant,,,,,calle de Muñoz,3,3002.0,,,italian_pizza;italian,-0.4826738,38.3450668,-1
POINT (-0.4854117 38.3455411),Sale & Pepe,,restaurant,,,,,Carrer Teniente Álvarez Soto,5,3001.0,,,italian_pizza;italian,-0.4854117,38.3455411,-1
POINT (-0.4879312 38.3469332),,,charging_station,,,,,,,,,fenie energia,,-0.4879312,38.3469332,108
POINT (-0.4908409 38.3435632),Zara,clothes,,,,,,,,,Zara,,,-0.4908409,38.3435632,-1
POINT (-0.4907061 38.3433512),Dentix,,dentist,,dentist,,,,,,Dentix,,,-0.4907061,38.3433512,-1
POINT (-0.4903346 38.3433697),Guess,clothes,,,,,,,,,Guess,,,-0.4903346,38.3433697,-1
POINT (-0.4940354 38.3434175),Scalpers,clothes,,,,,,,,,,,,-0.4940354,38.3434175,93
POINT (-0.4904191 38.3452777),Kento Shop,,restaurant,,,,,Avenida Federico Soto,15,3003.0,,Banco de Castilla la Mancha,sushi,-0.4904191,38.3452777,-1
POINT (-0.4892993 38.3460865),Monte de Piedad,pawnbroker,,,,,,,,,,,,-0.4892993,38.3460865,-1
POINT (-0.5209283 38.2826842),El Mar,,restaurant,,,,,,,,,,fish;regional,-0.5209283,38.2826842,5
POINT (-0.5209336 38.2825874),el Saladar,,restaurant,,,,,,,,,,spanish,-0.5209336,38.2825874,5
POINT (-0.483286 38.3453738),Charlies,,restaurant,,,,,,,,,,burger;hot_dog,-0.483286,38.3453738,116
POINT (-0.484919 38.3439947),Miss Sushi,,restaurant,,,,,calle Castaños,3,3001.0,,,sushi,-0.484919,38.3439947,98
POINT (-0.4827589 38.3451947),Sal y Pepe,,restaurant,,,,,calle Miguel Soler,,,,,,-0.4827589,38.3451947,-1
POINT (-0.4845614 38.3475316),Coffee Nutz,,cafe,,,,,Rambla de Méndez Núñez,,,,,coffee_shop,-0.4845614,38.3475316,112
POINT (-0.4955168 38.3409758),Restaurante El Bocaito,,restaurant,,,,,,,,,,,-0.4955168,38.3409758,-1
POINT (-0.4989067 38.3620108),,,post_office,,,,,,,,,,,-0.4989067,38.3620108,52
POINT (-0.4882346 38.3474837),Goiko Grill,,restaurant,,,,,calle Pablo Iglesias,5,,,,burger,-0.4882346,38.3474837,108
