geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Valencia_hdbscan_5_5
POINT (-0.3388469 39.4785202),Centro Tecnológico de Ondas Unidad Asociada CSIC-UPV,,,,,research,,Camí de Vera,,46022,,,,-0.3388469,39.4785202,-37720,4394749,centro tecnológico de ondas unidad asociada csic-upv,12
POINT (-0.3387905 39.4784602),Instituto de Infraestructura del Transporte y del Material Móvil,,,,,research,,Camí de Vera,,46022,,,,-0.3387905,39.4784602,-37714,4394742,instituto de infraestructura del transporte y del material móvil,12
POINT (-0.3386994 39.4784105),PrincipiaTech Valencia,,,,,company,,Camí de Vera,(Edificio 6D),46022,,,,-0.3386994,39.4784105,-37704,4394737,principiatech valencia,12
POINT (-0.3656665 39.4585702),Papa Gino,,restaurant,,,,,Carrer del Bisbe Jaume Pérez,19,46006,,,,-0.3656665,39.4585702,-40706,4392528,papa gino,119
POINT (-0.37315 39.4850926),,,pharmacy,,pharmacy,,,,,,,,,-0.37315,39.4850926,-41539,4395481,,85
POINT (-0.3376698 39.4786748),Institut de Tecnologia Nanofotònica,,,,,research,,Camí de Vera,,46022,,Universitat Politècnica de València,,-0.3376698,39.4786748,-37589,4394766,institut de tecnologia nanofotònica,-1
POINT (-0.3516475 39.4598655),Dulce de Leche (Francia),,cafe,,,,,Avinguda de França,8,46023,,,cake;coffee_shop,-0.3516475,39.4598655,-39145,4392672,dulce de leche (francia),66
POINT (-0.368866 39.467322),Centro de Psicología Clínica Sara Navarrete,,,,psychotherapist,,,Gran Via del Marqués del Túria,49,46005,,,,-0.368866,39.467322,-41062,4393502,centro de psicología clínica sara navarrete,186
POINT (-0.3781619 39.4837212),,bakery,,,,,,,,,,,,-0.3781619,39.4837212,-42097,4395328,,69
POINT (-0.3769617 39.483897),Bar Volver a empezar,,pub,,,,,,,,,,,-0.3769617,39.483897,-41963,4395347,bar volver a empezar,-1
POINT (-0.3717837 39.4850542),La Peluquería by Amparo Carrió,hairdresser,,,,,,Carrer de l'Argenter Suàrez,1,46009,,,,-0.3717837,39.4850542,-41387,4395476,la peluquería by amparo carrió,85
POINT (-0.3639533 39.4634442),Clínica Dra. Carla Barber,,clinic,,,,,,,,,,,-0.3639533,39.4634442,-40515,4393071,clínica dra. carla barber,-1
POINT (-0.3602341 39.4821203),Restaurante El Aprendiz,,restaurant,,,,,,,,,,,-0.3602341,39.4821203,-40101,4395150,restaurante el aprendiz,-1
POINT (-0.3638537 39.4636295),,,pharmacy,,,,,,,,,,,-0.3638537,39.4636295,-40504,4393091,,-1
POINT (-0.3381273 39.4819373),Departamento de Ciencia Animal,,,,,research,,Camí de Vera,,46022,,Universitat Politècnica de València,,-0.3381273,39.4819373,-37640,4395129,departamento de ciencia animal,11
POINT (-0.3383534 39.4815071),Departamento de Ingeniería Electrónica,,,,,research,,Camí de Vera,,46022,,Universitat Politècnica de València,,-0.3383534,39.4815071,-37666,4395081,departamento de ingeniería electrónica,11
POINT (-0.3385788 39.4810337),Departamento de Organización de Empresas,,,,,research,,Camí de Vera,,46022,,,,-0.3385788,39.4810337,-37691,4395029,departamento de organización de empresas,11
POINT (-0.3387705 39.4806323),Departamento de Estadística e Investigación Operativa Aplicadas y Calidad,,,,,research,,Camí de Vera,,46022,,,,-0.3387705,39.4806323,-37712,4394984,departamento de estadística e investigación operativa aplicadas y calidad,11
POINT (-0.3389053 39.4806947),Departamento de Matemática Aplicada,,,,,research,,Camí de Vera,,46022,,,,-0.3389053,39.4806947,-37727,4394991,departamento de matemática aplicada,11
POINT (-0.3388739 39.4805472),Universidad Sénior,,,,,educational_institution,,Camí de Vera,,46022,,,,-0.3388739,39.4805472,-37723,4394975,universidad sénior,11
POINT (-0.3947029 39.4953506),Edina,,,,,company,,Carrer de Salvador Tusset,14,46025,,,,-0.3947029,39.4953506,-43938,4396622,edina,37
POINT (-0.3656221 39.4669211),Kamon,,restaurant,,,,,Carrer del Comte d'Altea,42,46005,,,japanese;sushi;fusion,-0.3656221,39.4669211,-40701,4393458,kamon,171
POINT (-0.3725291 39.4722813),Helen Berger Hotel & Bar,,restaurant,,,,,Carrer de les Comèdies,24,46003,,,,-0.3725291,39.4722813,-41470,4394054,helen berger hotel & bar,-1
POINT (-0.3710723 39.4725496),Restaurante Marrakech,,restaurant,,,,,Carrer del Verger,1,46003,,,moroccan,-0.3710723,39.4725496,-41308,4394084,restaurante marrakech,189
POINT (-0.3482901 39.4771988),Clínica Cavadas,,clinic,,clinic,,,,,,,,,-0.3482901,39.4771988,-38772,4394602,clínica cavadas,-1
POINT (-0.3725616 39.4602404),La Casa Viva Russafa,,restaurant,,,,,Carrer de Cadis,76,46004,,,,-0.3725616,39.4602404,-41474,4392714,la casa viva russafa,178
POINT (-0.3711099 39.4708383),Swarovski - El Corte Inglés,jewelry,,,,,,Carrer del Pintor Sorolla,26,46002,Swarovski,El Corte Inglés,,-0.3711099,39.4708383,-41312,4393894,swarovski - el corte inglés,-1
POINT (-0.3291837 39.4643129),Suma,supermarket,,,,,,Carrer del Doctor Lluch,19,,Suma,,,-0.3291837,39.4643129,-36645,4393167,suma,84
POINT (-0.3736344 39.4735606),Goiko,,restaurant,,,,,"Carrer de la Pau, 9, 46003 València, Valencia, Spain",,,,,,-0.3736344,39.4735606,-41593,4394197,goiko,-1
POINT (-0.3416608 39.4716427),Aquí me quedo,,pub,,,,,Avinguda de Blasco Ibáñez,162,46022,,,,-0.3416608,39.4716427,-38034,4393983,aquí me quedo,112
POINT (-0.3488052 39.4747564),Pomodoro Valencia Univ,,restaurant,,,,,Avinguda de Blasco Ibáñez,73,46021,,,italian;fast_food,-0.3488052,39.4747564,-38829,4394330,pomodoro valencia univ,-1
POINT (-0.3495329 39.4731461),Yecla 33,,restaurant,,,,,Carrer de Yecla,33,46021,,,burger,-0.3495329,39.4731461,-38910,4394151,yecla 33,-1
POINT (-0.3443152 39.4712395),Farmacia Carabal,,pharmacy,,pharmacy,,,Explorador Andrés,,,,,,-0.3443152,39.4712395,-38329,4393938,farmacia carabal,116
POINT (-0.3850158 39.4590798),Cafetería Trafi,,cafe,,,,,Carrer de Móra de Rubiols,3,46007,,,breakfast;sandwich;tapas,-0.3850158,39.4590798,-42860,4392585,cafetería trafi,76
POINT (-0.3676855 39.4671886),Lizarran Marqués del Turia,,restaurant,,,,,Gran Via del Marqués del Túria,56,46005,,,tapas,-0.3676855,39.4671886,-40931,4393487,lizarran marqués del turia,-1
POINT (-0.356334 39.471217),Librería Berlín,books,,,,,,Carrer de Polo i Peyrolón,1,46021,,,,-0.356334,39.471217,-39667,4393936,librería berlín,102
POINT (-0.3734942 39.4615579),C50,,bar,,,,,,,,,,,-0.3734942,39.4615579,-41577,4392861,c50,178
POINT (-0.3914201 39.4509451),Gym Subak,,,,,,fitness_centre,Carrer del Litògraf Pascual i Abad,,46017,,,,-0.3914201,39.4509451,-43573,4391679,gym subak,-1
POINT (-0.3422232 39.4728123),Habitale InmApi Inmobiliarias en Valecnia,,,,,estate_agent,,Avinguda de Blasco Ibáñez,135,46022,,,,-0.3422232,39.4728123,-38096,4394113,habitale inmapi inmobiliarias en valecnia,-1
POINT (-0.3779166 39.4790245),Wena Poh!,,restaurant,,,,,,,,,,,-0.3779166,39.4790245,-42070,4394805,wena poh!,201
POINT (-0.3775199 39.4789333),Mattilda,,restaurant,,,,,,,,,,,-0.3775199,39.4789333,-42026,4394795,mattilda,201
POINT (-0.3556571 39.4736253),The Fitzgerald Burger Company,,restaurant,,,,,Carrer de Bèlgica,14,46021,,,burger,-0.3556571,39.4736253,-39592,4394204,the fitzgerald burger company,96
POINT (-0.3813034 39.4778711),Thai Mongkut,,restaurant,,,,,Carrer de la Corona,8,46003,,,thai,-0.3813034,39.4778711,-42447,4394677,thai mongkut,187
POINT (-0.3700829 39.4684071),POPPYNS,clothes,,,,,,Carrer d'Isabel la Catòlica,21,46004,,,,-0.3700829,39.4684071,-41198,4393623,poppyns,-1
POINT (-0.3534778 39.4710776),Marvi,,bar,,,,,,,,,,,-0.3534778,39.4710776,-39349,4393920,marvi,-1
POINT (-0.3820224 39.4924829),Gremio de Dragones,games,,,,,,Carrer Doménec Gómez,35,46025,,,,-0.3820224,39.4924829,-42527,4396303,gremio de dragones,29
POINT (-0.3762931 39.4789593),Tatuarte,tattoo,,,,,,Plaça dels Furs,2,,,,,-0.3762931,39.4789593,-41889,4394798,tatuarte,201
POINT (-0.3769915 39.4790187),Volare,,restaurant,,,,,Carrer de Roteros,12,,,,mediterranean,-0.3769915,39.4790187,-41967,4394804,volare,201
POINT (-0.3772399 39.4789648),Al Vent,jewelry,,,,,,Carrer de Roteros,17,,,,,-0.3772399,39.4789648,-41994,4394798,al vent,201
POINT (-0.377965 39.4793535),La Pitusa,,restaurant,,,,,,,,,,,-0.377965,39.4793535,-42075,4394842,la pitusa,201
POINT (-0.3776256 39.4790387),Gallina Negra,,restaurant,,,,,,,,,,,-0.3776256,39.4790387,-42037,4394807,gallina negra,201
POINT (-0.380192 39.4803539),Centre Veterinari Na Jordana,,veterinary,,,,,,,,,,,-0.380192,39.4803539,-42323,4394953,centre veterinari na jordana,173
POINT (-0.3791921 39.4794719),Urban Klan,art,,,,,,,,,,,,-0.3791921,39.4794719,-42212,4394855,urban klan,173
POINT (-0.3797834 39.4798039),Monterey,,bar,,,,,,,,,,,-0.3797834,39.4798039,-42277,4394892,monterey,173
POINT (-0.3798489 39.4802567),Mania Valencia,bicycle,,,,,,,,,,,,-0.3798489,39.4802567,-42285,4394942,mania valencia,173
POINT (-0.3762125 39.4852156),Horno Ruaya,bakery,,,,,,Carrer de Ruaya,21,46009,,,,-0.3762125,39.4852156,-41880,4395494,horno ruaya,-1
POINT (-0.3672749 39.4435529),Farmacia Fons D´Ocon,,pharmacy,,,,,,,,,,,-0.3672749,39.4435529,-40885,4390856,farmacia fons d´ocon,-1
POINT (-0.3683156 39.4418316),Farmacia Molmeneu,,pharmacy,,,,,,,,,,,-0.3683156,39.4418316,-41001,4390665,farmacia molmeneu,-1
POINT (-0.3591581 39.4848607),Vegetas,convenience,,,,,,Carrer de Juan Giner,18,46020,,,,-0.3591581,39.4848607,-39981,4395455,vegetas,88
POINT (-0.3702308 39.4849533),Serendipity Valencia,bakery,,,,,,Carrer d'Almassora,48,46010,,,,-0.3702308,39.4849533,-41214,4395465,serendipity valencia,-1
POINT (-0.3936169 39.4756744),Fundación Deportiva Municipal València,,,,,government,,Passeig de la Petxina,42,46008,,,,-0.3936169,39.4756744,-43817,4394432,fundación deportiva municipal valència,78
POINT (-0.3466119 39.4741048),Skatespain Shop,sports,,,,,,Avinguda de Blasco Ibáñez,95,46022,,,,-0.3466119,39.4741048,-38585,4394257,skatespain shop,131
POINT (-0.3929742 39.4599444),Complejo Deportivo Patraix,,,,,,sports_centre,,,,,,,-0.3929742,39.4599444,-43746,4392681,complejo deportivo patraix,55
POINT (-0.3799324 39.4783497),Johnny Usta,,restaurant,,,,,,,,,,turkish,-0.3799324,39.4783497,-42294,4394730,johnny usta,187
POINT (-0.3798682 39.47725),La Comadre,,restaurant,,,,,,,,,,mexican,-0.3798682,39.47725,-42287,4394607,la comadre,187
POINT (-0.3802337 39.4764023),La Tía Juana,,restaurant,,,,,,,,,,mexican,-0.3802337,39.4764023,-42328,4394513,la tía juana,187
POINT (-0.3662691 39.4683639),Inertial-Entrenadores Personales,,,,,,fitness_centre,Gran Via del Marqués del Túria,71,46005,,,,-0.3662691,39.4683639,-40773,4393618,inertial-entrenadores personales,-1
POINT (-0.374717 39.4912551),Pepco,clothes,,,,,,Avinguda de la Constitució,123,46019,Pepco,,,-0.374717,39.4912551,-41713,4396167,pepco,-1
POINT (-0.4056183 39.462196),Nissan,car,,,,,,Avinguda de les Tres Creus,36,46014,Nissan,,,-0.4056183,39.462196,-45153,4392932,nissan,28
POINT (-0.4056769 39.4623102),Mazda,car,,,,,,Avinguda de les Tres Creus,36,46014,Mazda,,,-0.4056769,39.4623102,-45160,4392944,mazda,28
POINT (-0.3638359 39.457818),Frutas y Verduras Alimentacion,convenience,,,,,,Avenida Amado Granell Mesado,35,,,,,-0.3638359,39.457818,-40502,4392444,frutas y verduras alimentacion,120
POINT (-0.345606 39.4639956),Paco Fortea peluqueos,hairdresser,,,,,,,,46022,,,,-0.345606,39.4639956,-38473,4393132,paco fortea peluqueos,125
POINT (-0.3462898 39.4618727),Talleres Pardo Automoción,car_repair,,,,,,Carrer d'Higinio Noja (Professor),16 bajo,46023,,,,-0.3462898,39.4618727,-38549,4392896,talleres pardo automoción,109
POINT (-0.3697064 39.4669094),Lemongrass,,restaurant,,,,,,,46005,,,thai,-0.3697064,39.4669094,-41156,4393456,lemongrass,186
POINT (-0.3484485 39.4730737),Trattoria Napoletana Da Carlo,,restaurant,,,,,Dr. Manuel Candela,79,,,,,-0.3484485,39.4730737,-38789,4394143,trattoria napoletana da carlo,117
POINT (-0.3499496 39.4647467),Floristerias Lysa Flores,florist,,,,,,Carrer de les Illes Canàries,84,46023,,,,-0.3499496,39.4647467,-38956,4393216,floristerias lysa flores,-1
POINT (-0.3799001 39.4532438),Societat Musical Barri de Malilla,,,,,association,,Carrer Drets Humans,,,,,,-0.3799001,39.4532438,-42290,4391935,societat musical barri de malilla,-1
POINT (-0.3573535 39.4705944),Pulpo,,restaurant,,,,,,,,,,,-0.3573535,39.4705944,-39781,4393867,pulpo,101
POINT (-0.3516527 39.4591997),Saona,,restaurant,,,,,,,,,,,-0.3516527,39.4591997,-39146,4392598,saona,-1
POINT (-0.3837751 39.470738),L'Aventura,outdoor,,,,,,Carrer de Guillem de Castro,63,46008,,,,-0.3837751,39.470738,-42722,4393883,l'aventura,166
POINT (-0.3782338 39.4839298),Moviment per la Pau,,,,,ngo,,,,,,,,-0.3782338,39.4839298,-42105,4395351,moviment per la pau,69
POINT (-0.330889 39.4716721),La Tahona del Abuelo,bakery,,,,,,Lod Angeles,84,,,,,-0.330889,39.4716721,-36835,4393987,la tahona del abuelo,-1
POINT (-0.3780417 39.4732331),Mercaders,,restaurant,,,,,Carrer dels Ramillets,,,,,,-0.3780417,39.4732331,-42084,4394160,mercaders,-1
POINT (-0.3778954 39.4731174),El Angel de Plata,fabric,,,,,,Carrer de Liñán,4,,,,,-0.3778954,39.4731174,-42067,4394147,el angel de plata,-1
POINT (-0.3294418 39.4721349),Sociedad Musical Unión de Pescadores,,,,,association,,,,,,,,-0.3294418,39.4721349,-36673,4394038,sociedad musical unión de pescadores,-1
POINT (-0.3288208 39.4666485),Ateneo Marítimo,,,,,association,,,,,,,,-0.3288208,39.4666485,-36604,4393427,ateneo marítimo,84
POINT (-0.3733276 39.4622475),Bonjour Tattoo Parlour,tattoo,,,,,,Carrer del Mossén Femenia,18,46006,,,,-0.3733276,39.4622475,-41559,4392937,bonjour tattoo parlour,178
POINT (-0.3723494 39.4558304),Agrupación Musical Carrera Fuente de San Luis,,,,,association,,Carrer de Mas y Boher,15,46006,,,,-0.3723494,39.4558304,-41450,4392223,agrupación musical carrera fuente de san luis,149
POINT (-0.3260317 39.4786103),Casa Cesar,,restaurant,,,,,,,,,,,-0.3260317,39.4786103,-36294,4394759,casa cesar,-1
POINT (-0.3993588 39.4683335),Seu de la Banda Simfònica Municipal de València,,,,,association,,Avinguda del Cid,37,46018,,,,-0.3993588,39.4683335,-44457,4393615,seu de la banda simfònica municipal de valència,35
POINT (-0.3498396 39.4658166),Bunker Club de Escalada,,,,,,sports_centre,Carrer del Duc de Gaeta,10,46022,,,,-0.3498396,39.4658166,-38944,4393335,bunker club de escalada,-1
POINT (-0.3756823 39.4574146),,,taxi,,,,,,,,,,,-0.3756823,39.4574146,-41821,4392399,,-1
POINT (-0.3702055 39.4590558),Burger King,,fast_food,,,,,,,,Burger King,,burger,-0.3702055,39.4590558,-41211,4392582,burger king,-1
POINT (-0.3684938 39.4598146),Carglass,car_repair,,,,,,,,,Carglass,,,-0.3684938,39.4598146,-41021,4392667,carglass,142
POINT (-0.3655561 39.4614065),,,pharmacy,,pharmacy,,,,,,,,,-0.3655561,39.4614065,-40694,4392844,,-1
POINT (-0.3640955 39.4620624),,,pharmacy,,pharmacy,,,,,46006,,,,-0.3640955,39.4620624,-40531,4392917,,158
POINT (-0.3760877 39.4785022),Biblioteca de la Dona,,library,,,,,Carrer de Nàquera,9,46003,,Institut Valencià de les Dones - ViCIPI - Generalitat Valenciana,,-0.3760877,39.4785022,-41866,4394747,biblioteca de la dona,201
POINT (-0.3674031 39.4689345),Brompton Junction València,bicycle,,,,,,Carrer de Ciril Amorós,68,46004,,,,-0.3674031,39.4689345,-40899,4393682,brompton junction valència,-1
POINT (-0.3862951 39.4622875),Aves La maña,butcher,,,,,,,,,,,,-0.3862951,39.4622875,-43002,4392942,aves la maña,-1
POINT (-0.3829659 39.4610276),Bar de Toni,,bar,,,,,,,,,,,-0.3829659,39.4610276,-42632,4392802,bar de toni,-1
POINT (-0.3835913 39.4563636),Bar Minguet,,bar,,,,,Carrer de San Vicente mártir,215,,,,,-0.3835913,39.4563636,-42701,4392282,bar minguet,31
POINT (-0.3499195 39.4731299),Vnet Informática 24h,computer,,,,,,Carrer de Yecla,31,46021,,,,-0.3499195,39.4731299,-38953,4394149,vnet informática 24h,-1
POINT (-0.351356 39.4707386),"Coy Coy tintas, tóner, impresoras e informática",computer,,,,,,Carrer dels Sants Just i Pastor,17,46021,,,,-0.351356,39.4707386,-39113,4393883,"coy coy tintas, tóner, impresoras e informática",-1
POINT (-0.3447161 39.4725462),Clínica Manzanera,,dentist,,dentist,,,,,,,,,-0.3447161,39.4725462,-38374,4394084,clínica manzanera,-1
POINT (-0.3403868 39.4722628),Cafetería Ibáñez 149,,restaurant,,,,,,,,,,regional,-0.3403868,39.4722628,-37892,4394052,cafetería ibáñez 149,-1
POINT (-0.3400408 39.4721634),Coaliment,supermarket,,,,,,,,,,,,-0.3400408,39.4721634,-37853,4394041,coaliment,-1
POINT (-0.3346682 39.4712426),La Rioja VI,,restaurant,,,,,,,,,,,-0.3346682,39.4712426,-37255,4393939,la rioja vi,-1
POINT (-0.3380494 39.4719712),El Huevo Roto,,restaurant,,,,,,,,,,,-0.3380494,39.4719712,-37632,4394020,el huevo roto,100
POINT (-0.3380072 39.4720413),El Toro y la Luna,,restaurant,,,,,,,,,,,-0.3380072,39.4720413,-37627,4394028,el toro y la luna,100
POINT (-0.3379706 39.4721254),El Holandés Errante,,restaurant,,,,,,,,,,,-0.3379706,39.4721254,-37623,4394037,el holandés errante,100
POINT (-0.3379376 39.4721848),Farmacia Vicente Cabrera,,pharmacy,,pharmacy,,,,,,,,,-0.3379376,39.4721848,-37619,4394044,farmacia vicente cabrera,100
POINT (-0.3379007 39.4722614),El Racó de la Tapa,,restaurant,,,,,,,,,,,-0.3379007,39.4722614,-37615,4394052,el racó de la tapa,100
POINT (-0.3393072 39.4720053),King Kebab,,fast_food,,,,,,,,,,,-0.3393072,39.4720053,-37772,4394024,king kebab,99
POINT (-0.3391066 39.4719471),Shahi,,restaurant,,,,,,,,,,indian,-0.3391066,39.4719471,-37749,4394017,shahi,99
POINT (-0.3393716 39.4721198),TOC,,pub,,,,,,,,,,,-0.3393716,39.4721198,-37779,4394036,toc,99
POINT (-0.3378673 39.4723348),Venu's Coffee,,cafe,,,,,,,,,,,-0.3378673,39.4723348,-37611,4394060,venu's coffee,100
POINT (-0.337643 39.4723383),Odissea Psicólogos,,,,psychotherapist,,,,,,,,,-0.337643,39.4723383,-37586,4394061,odissea psicólogos,100
POINT (-0.3378959 39.4719119),Ultramarinos Javier,butcher,,,,,,,,,,,,-0.3378959,39.4719119,-37615,4394013,ultramarinos javier,100
POINT (-0.339345 39.4730536),Meraki Atención y Desarrollo Infantil,,,,,therapist,,Carrer del Serpis,,,,,,-0.339345,39.4730536,-37776,4394140,meraki atención y desarrollo infantil,99
POINT (-0.339488 39.4729892),Gain - Global Aid Network,,,,,association,,,,,,,,-0.339488,39.4729892,-37792,4394133,gain - global aid network,-1
POINT (-0.3392711 39.4725678),Falla Blasco Ibáñez-Mestre Ripoll El Fénix,,,,,association,,,,,,,,-0.3392711,39.4725678,-37768,4394086,falla blasco ibáñez-mestre ripoll el fénix,99
POINT (-0.3393495 39.4723752),Psicólogos CADE (Centro de Actividades y Desarrollo),,,,psychotherapist,,,,,,,,,-0.3393495,39.4723752,-37776,4394065,psicólogos cade (centro de actividades y desarrollo),99
POINT (-0.3376126 39.4724858),Paper +,stationery,,,,,,,,,,,,-0.3376126,39.4724858,-37583,4394077,paper +,100
POINT (-0.3359375 39.473266),Farmacia Amparo Moncholí,,pharmacy,,pharmacy,,,,,,,,,-0.3359375,39.473266,-37397,4394164,farmacia amparo moncholí,97
POINT (-0.3361594 39.4733142),Rent Boxes Cabañal,car_repair,,,,,,,,,,,,-0.3361594,39.4733142,-37421,4394169,rent boxes cabañal,97
POINT (-0.335677 39.4731823),Camino del Cabañal,,cafe,,,,,Camí del Cabanyal,34,,,,,-0.335677,39.4731823,-37368,4394155,camino del cabañal,97
POINT (-0.3356036 39.4731643),Flors i Plantes Sole Vida,florist,,,,,,Camí del Cabanyal,36,,,,,-0.3356036,39.4731643,-37359,4394153,flors i plantes sole vida,97
POINT (-0.3351906 39.4730541),Pak,convenience,,,,,,,,,,,,-0.3351906,39.4730541,-37313,4394140,pak,97
POINT (-0.3350593 39.4730188),Decorama 44,kitchen,,,,,,,,,,,,-0.3350593,39.4730188,-37299,4394136,decorama 44,-1
POINT (-0.3346263 39.4728826),Bar Bocatería El Cantonet,,restaurant,,,,,Camí del Cabanyal,52,,,,regional,-0.3346263,39.4728826,-37251,4394121,bar bocatería el cantonet,97
POINT (-0.3343475 39.4725425),Studio y Gestión,,,,,architect,,,,,,,,-0.3343475,39.4725425,-37220,4394083,studio y gestión,97
POINT (-0.334374 39.4724218),Dormimobel,furniture,,,,,,,,,,,,-0.334374,39.4724218,-37223,4394070,dormimobel,97
POINT (-0.3345274 39.4716254),Arquinovo,,,,,architect,,,,,,,,-0.3345274,39.4716254,-37240,4393981,arquinovo,97
POINT (-0.3345341 39.4716014),El Taller de tu Patín,rental,,,,,,,,,,,,-0.3345341,39.4716014,-37240,4393979,el taller de tu patín,97
POINT (-0.334542 39.4715596),Bar Casa Juan,,restaurant,,,,,,,,,,,-0.334542,39.4715596,-37241,4393974,bar casa juan,97
POINT (-0.3361194 39.472327),Frutas y verduras Alimentación,greengrocer,,,,,,,,,,,,-0.3361194,39.472327,-37417,4394059,frutas y verduras alimentación,-1
POINT (-0.336232 39.4724735),Tasca Villamar,,restaurant,,,,,,,,,,regional,-0.336232,39.4724735,-37429,4394076,tasca villamar,97
POINT (-0.3365547 39.4716909),Tantien,,,,,,fitness_centre,,,,,,,-0.3365547,39.4716909,-37465,4393989,tantien,100
POINT (-0.3370105 39.4712563),The Kent Institute,,language_school,,,,,,,,,,,-0.3370105,39.4712563,-37516,4393940,the kent institute,100
POINT (-0.33656 39.4711303),Algo Sencillito,,restaurant,,,,,,,,,,,-0.33656,39.4711303,-37466,4393926,algo sencillito,-1
POINT (-0.3363807 39.4710794),Farmacia L'Estació,,pharmacy,,pharmacy,,,,,,,,,-0.3363807,39.4710794,-37446,4393921,farmacia l'estació,-1
POINT (-0.3541758 39.4753392),Horno Salvador Sebastián,bakery,,,,,,,,,,,,-0.3541758,39.4753392,-39427,4394395,horno salvador sebastián,89
POINT (-0.3538977 39.4752631),Ecorganic,supermarket,,,,,,Avinguda de Blasco Ibáñez,66,,,,,-0.3538977,39.4752631,-39396,4394386,ecorganic,89
POINT (-0.3543673 39.4749318),La Giocconda,,pub,,,,,,,,,,,-0.3543673,39.4749318,-39448,4394349,la giocconda,89
POINT (-0.3541861 39.4748122),Bocatería El Ninot,,restaurant,,,,,,,,,,,-0.3541861,39.4748122,-39428,4394336,bocatería el ninot,89
POINT (-0.3665426 39.4692647),Calzado J. Mata,shoe_repair,,,,,,Cirilo Amoros,80,,,,,-0.3665426,39.4692647,-40804,4393719,calzado j. mata,185
POINT (-0.38403 39.4578559),,,post_box,,,,,,,,,,,-0.38403,39.4578559,-42750,4392449,,31
POINT (-0.3775629 39.4666707),Cajero,,atm,,,,,,,,Bankia,,,-0.3775629,39.4666707,-42030,4393430,cajero,207
POINT (-0.3778596 39.467295),Chang fu,,restaurant,,,,,Carrer de Bailén,4,46007,,,asian,-0.3778596,39.467295,-42063,4393499,chang fu,212
POINT (-0.3780804 39.4667681),Hotel zenit valencia,,,hotel,,,,Carrer de Bailén,8,46007,,,,-0.3780804,39.4667681,-42088,4393441,hotel zenit valencia,-1
POINT (-0.3775439 39.4667305),Banco Santander,,atm,,,,,,,,Banco Santander,Banco Santander,,-0.3775439,39.4667305,-42028,4393436,banco santander,207
POINT (-0.3781437 39.4666267),Napel,hairdresser,,,,,,Carrer de Bailén,10,46007,,,,-0.3781437,39.4666267,-42095,4393425,napel,-1
POINT (-0.3781183 39.4666699),Tu Cocina,,restaurant,,,,,Carrer de Bailén,10,46007,,,spanish,-0.3781183,39.4666699,-42092,4393430,tu cocina,-1
POINT (-0.371871 39.4729875),Nautalia,,,,,travel_agent,,,,,,,,-0.371871,39.4729875,-41397,4394133,nautalia,189
POINT (-0.3177674 39.310816),Restaurante Pasqualet,,restaurant,,,,,Francisco Monleon,17,,,,,-0.3177674,39.310816,-35374,4376080,restaurante pasqualet,1
POINT (-0.3768416 39.4785846),Kukla,,restaurant,,,,,,,,,,lebanese,-0.3768416,39.4785846,-41950,4394756,kukla,201
POINT (-0.3793823 39.4776783),Pannonica vintage,variety_store,,,,,,Carrer de Baix,13,46003,,,,-0.3793823,39.4776783,-42233,4394655,pannonica vintage,187
POINT (-0.3780611 39.4668631),Belgian frits chips,,fast_food,,,,,,,,,,friture,-0.3780611,39.4668631,-42086,4393451,belgian frits chips,207
POINT (-0.3741715 39.4653646),Miniso,gift,,,,,,Carrer de Russafa,26,46004,Miniso,,,-0.3741715,39.4653646,-41653,4393284,miniso,-1
POINT (-0.3773043 39.483392),Joaquín Schmidt,,restaurant,,,,,Carrer de la Visitació,7,46009,,,,-0.3773043,39.483392,-42002,4395291,joaquín schmidt,69
POINT (-0.3750575 39.4612087),Consum,supermarket,,,,,,,,,Consum,,,-0.3750575,39.4612087,-41751,4392822,consum,180
POINT (-0.3800477 39.4753971),Rent Bike Virgen,bicycle,,,,,,Carrer de la Bosseria,17,46001,,,,-0.3800477,39.4753971,-42307,4394401,rent bike virgen,187
POINT (-0.3739743 39.4735565),Artesanía Manantial,religion,,,,,,Carrer de la Pau,7,,,,,-0.3739743,39.4735565,-41631,4394196,artesanía manantial,-1
POINT (-0.3469134 39.4579226),Ryukishin,,restaurant,,,,,Carrer de Luis Bolinches Compañ,8,46023,,,japanese,-0.3469134,39.4579226,-38618,4392456,ryukishin,64
POINT (-0.3924169 39.4680068),Consum,supermarket,,,,,,Carrer de Llorca,12,46018,Consum,,,-0.3924169,39.4680068,-43684,4393579,consum,-1
POINT (-0.3866992 39.4665386),Del Poble Pizzeria,,restaurant,,,,,Carrer de Sant Josep de Calassanç,2,46008,,,pizza,-0.3866992,39.4665386,-43047,4393415,del poble pizzeria,140
POINT (-0.3859467 39.4668594),Dempanadas Extramurs,,restaurant,,,,,Carrer de Conca,31,46007,,,,-0.3859467,39.4668594,-42964,4393451,dempanadas extramurs,141
POINT (-0.3785727 39.4701272),Oficina del Catastro,,,,,government,,,,,,,,-0.3785727,39.4701272,-42143,4393815,oficina del catastro,233
POINT (-0.3598056 39.4915327),M & M,,bar,,,,,,,,,,,-0.3598056,39.4915327,-40054,4396197,m & m,-1
