geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1493654 41.3973672),Instituto de Terápias Aplicadas,,college,,,,,Carrer de l'Avenir,"8, 1º 3ª",,,,,2.1493654,41.3973672,239267,4608355,instituto de terápias aplicadas,523
POINT (2.1493255 41.3974315),Elisa Aribau,optician,,,,,,Carrer de l'Avenir,"8, 1º 7ª",,,,,2.1493255,41.3974315,239263,4608362,elisa aribau,523
POINT (2.1492997 41.3974173),Instituto Médico del Desarollo Infantil,,doctors,,,,,Carrer de l'Avenir,"8, 1º 7ª",,,,,2.1492997,41.3974173,239260,4608360,instituto médico del desarollo infantil,523
POINT (2.1909729 41.4304576),Espai Gràfic. Botiga oficial UE Sant Andreu,gift,,,,,,,,,,,,2.1909729,41.4304576,243899,4612039,espai gràfic. botiga oficial ue sant andreu,-1
POINT (2.1888429 41.4378802),,newsagent,,,,,,,,,,,,2.1888429,41.4378802,243662,4612865,,73
POINT (2.1889114 41.4379045),,,post_box,,,,,,,,,,,2.1889114,41.4379045,243670,4612868,,73
POINT (2.1904815 41.440022),Fundaciò Hàbitat 3,,,,,ngo,,,,,,,,2.1904815,41.440022,243844,4613103,fundaciò hàbitat 3,73
POINT (2.1897019 41.437077),Farmàcia Guinart,,pharmacy,,,,,,,,,,,2.1897019,41.437077,243758,4612775,farmàcia guinart,-1
POINT (2.1416618 41.4213919),,greengrocer,,,,,,,,,,,,2.1416618,41.4213919,238410,4611029,,100
POINT (2.1417103 41.4214076),,convenience,,,,,,,,,,,,2.1417103,41.4214076,238415,4611031,,100
POINT (2.1552197 41.4256101),Clarel,chemist,,,,,,,,,Clarel,,,2.1552197,41.4256101,239919,4611499,clarel,-1
POINT (2.1550764 41.425668),,car_repair,,,,,,,,,,,,2.1550764,41.425668,239903,4611505,,110
POINT (2.1566149 41.4244122),,greengrocer,,,,,,,,,,,,2.1566149,41.4244122,240074,4611366,,108
POINT (2.1568286 41.4245391),,variety_store,,,,,,,,,,,,2.1568286,41.4245391,240098,4611380,,108
POINT (2.1561869 41.4244572),Caixabank,,bank,,,,,,,,Caixabank,,,2.1561869,41.4244572,240027,4611371,caixabank,108
POINT (2.1564846 41.424623),Gonmar,clothes,,,,,,,,,,,,2.1564846,41.424623,240060,4611389,gonmar,108
POINT (2.1562875 41.424518),Frankfurt,,pub,,,,,,,,,,,2.1562875,41.424518,240038,4611377,frankfurt,108
POINT (2.156368 41.4245601),,clothes,,,,,,,,,,,,2.156368,41.4245601,240047,4611382,,108
POINT (2.1501635 41.3958624),La General - Comunicación Integral,,,,,advertising_agency,,Carrer d'Aribau,"230-240, 5º G",,,,,2.1501635,41.3958624,239356,4608187,la general - comunicación integral,889
POINT (2.1501349 41.3958842),Clavel Hoteles,,,,,company,,Carrer d'Aribau,"230-240, 5ª E-F",,,,,2.1501349,41.3958842,239353,4608190,clavel hoteles,889
POINT (2.1501922 41.3958405),Gat Rooms,,,,,company,,Carrer d'Aribau,"230-240, 5º E-F",,,,,2.1501922,41.3958405,239359,4608185,gat rooms,889
POINT (2.1502149 41.3958573),Copa Cosmetics,,,,,company,,Carrer d'Aribau,"230-240, 5º C, Cbis D",,,,,2.1502149,41.3958573,239362,4608187,copa cosmetics,889
POINT (2.1501863 41.3958791),"Cruylles Riera, Corredoría de Seguros",,,,,insurance,,Carrer d'Aribau,"230-240, 5º B",,,,,2.1501863,41.3958791,239359,4608189,"cruylles riera, corredoría de seguros",889
POINT (2.1501576 41.395901),Corticenter Europa.com,,,,,company,,Carrer d'Aribau,"230-240, 5A bis",,,,,2.1501576,41.395901,239356,4608192,corticenter europa.com,889
POINT (2.1556292 41.4271008),Cal Jesus,greengrocer,,,,,,,,,,,,2.1556292,41.4271008,239965,4611665,cal jesus,-1
POINT (2.1554154 41.4269949),Xina Center,variety_store,,,,,,,,,,,,2.1554154,41.4269949,239941,4611653,xina center,-1
POINT (2.1558198 41.4272342),Special One,clothes,,,,,,,,,,,,2.1558198,41.4272342,239986,4611680,special one,-1
POINT (2.1548349 41.4265747),Canaan Home,convenience,,,,,,,,,,,,2.1548349,41.4265747,239876,4611606,canaan home,112
POINT (2.1547489 41.4264936),Bellanova,hairdresser,,,,,,,,,,,,2.1547489,41.4264936,239867,4611597,bellanova,112
POINT (2.1544384 41.4262045),Casa,greengrocer,,,,,,,,,,,,2.1544384,41.4262045,239832,4611565,casa,-1
POINT (2.154229 41.426007),,supermarket,,,,,,,,,,"Distribuidora Internacional de Alimentación, S.A.",,2.154229,41.426007,239809,4611543,,111
POINT (2.1539016 41.4258573),,greengrocer,,,,,,,,,,,,2.1539016,41.4258573,239772,4611526,,111
POINT (2.156336 41.4274417),Caixabank,,bank,,,,,,,,Caixabank,,,2.156336,41.4274417,240043,4611703,caixabank,107
POINT (2.1569148 41.4275852),,,restaurant,,,,,,,,,,sushi,2.1569148,41.4275852,240108,4611719,,107
POINT (2.1563669 41.4274987),Fruita Dolça,greengrocer,,,,,,,,,,,,2.1563669,41.4274987,240047,4611709,fruita dolça,107
POINT (2.1563667 41.4278091),,motorcycle_repair,,,,,,,,,,,,2.1563667,41.4278091,240047,4611744,,107
POINT (2.1564703 41.4276777),,,cafe,,,,,,,,,,,2.1564703,41.4276777,240058,4611729,,107
POINT (2.1563149 41.427843),,,pub,,,,,,,,,,,2.1563149,41.427843,240041,4611747,,107
POINT (2.1543089 41.4265861),Xixo,,restaurant,,,,,,,,,,,2.1543089,41.4265861,239818,4611608,xixo,-1
POINT (2.1551119 41.4276129),,car_repair,,,,,,,,,,,,2.1551119,41.4276129,239907,4611722,,-1
POINT (2.1559091 41.4276812),Volcan 3,,pub,,,,,,,,,,,2.1559091,41.4276812,239996,4611729,volcan 3,-1
POINT (2.1221198 41.3988875),Manolo Garcia,clothes,,,,,,,,,,,,2.1221198,41.3988875,236234,4608524,manolo garcia,128
POINT (2.1590626 41.394478),Tomàs Enrique,,pub,,,,,,,,,,,2.1590626,41.394478,240347,4608033,tomàs enrique,717
POINT (2.1790132 41.3780341),Gran Torino,,cafe,,,,,,,,,,,2.1790132,41.3780341,242568,4606203,gran torino,578
POINT (2.1432326 41.3945358),Sea People,shoes,,,,,,,,,,,,2.1432326,41.3945358,238585,4608040,sea people,436
POINT (2.1435896 41.394466),Bella Lola,clothes,,,,,,,,,,,,2.1435896,41.394466,238624,4608032,bella lola,436
POINT (2.1593034 41.3912227),BitBase,,bureau_de_change,,,,,Carrer de Mallorca,218,8008.0,,BitBase,,2.1593034,41.3912227,240374,4607671,bitbase,667
POINT (2.1766384 41.3866886),BitBase ATM,,atm,,,,,Carrer de Sant Pere Més Baix,13,8003.0,,BitBase,,2.1766384,41.3866886,242303,4607166,bitbase atm,-1
POINT (2.1450661 41.3931441),Padeví,shoes,,,,,,Avinguda Diagonal,600,8021.0,,,,2.1450661,41.3931441,238789,4607885,padeví,-1
POINT (2.1501779 41.3958514),Commonsense PFM,,,,,company,,Carrer d'Aribau,"230-240, 5º O",,,,,2.1501779,41.3958514,239358,4608186,commonsense pfm,889
POINT (2.1501492 41.3958733),Goin,,,,,company,,Carrer d'Aribau,"230-240, 5º MNÑ",,,,,2.1501492,41.3958733,239355,4608189,goin,889
POINT (2.1502017 41.3958665),Le Temps des Cerises,,,,,company,,Carrer d'Aribau,"230-240, 5º L-LL",,,,,2.1502017,41.3958665,239360,4608188,le temps des cerises,889
POINT (2.150172 41.3958901),Original Denim,,,,,company,,Carrer d'Aribau,"230-240, 5º L-LL",,,,,2.150172,41.3958901,239357,4608190,original denim,889
POINT (2.1501892 41.3958598),Box BCN,,,,,company,,Carrer d'Aribau,"230-240, 5º K bis",,,,,2.1501892,41.3958598,239359,4608187,box bcn,889
POINT (2.1501606 41.3958817),Marta Gonzalez,,,,,company,,Carrer d'Aribau,"230-240, 5º K",,,,,2.1501606,41.3958817,239356,4608190,marta gonzalez,889
POINT (2.1502036 41.3958489),Selvage Fashion Studio,,,,,company,,Carrer d'Aribau,"230-240, 5º J bis",,,,,2.1502036,41.3958489,239361,4608186,selvage fashion studio,889
POINT (2.1501749 41.3958708),RD Post Grupo Cum Laboris,,,,,company,,Carrer d'Aribau,"230-240, 5º I",,,,,2.1501749,41.3958708,239357,4608188,rd post grupo cum laboris,889
POINT (2.1501463 41.3958926),Franc Fernandez,,,,,architect,,Carrer d'Aribau,"230-240, 5º H",,,,,2.1501463,41.3958926,239354,4608191,franc fernandez,889
POINT (2.1246321 41.3919853),Club F,,restaurant,,,,,,,,,,regional,2.1246321,41.3919853,236514,4607756,club f,131
POINT (2.1597509 41.3862283),BierCaB,,pub,,,,,Muntaner,55,,,,,2.1597509,41.3862283,240423,4607115,biercab,-1
POINT (2.1502363 41.395842),Metodo,,,,,advertising_agency,,Carrer d'Aribau,"230-240, 6A",,,,,2.1502363,41.395842,239364,4608185,metodo,889
POINT (2.1502343 41.3958073),Sports Tax Solution,,,,,company,,Carrer d'Aribau,"230-240, 6º P",,,,,2.1502343,41.3958073,239364,4608181,sports tax solution,889
POINT (2.1502232 41.3958161),Review Pro,,,,,company,,Carrer d'Aribau,"230-240, 6º M",,,,,2.1502232,41.3958161,239363,4608182,review pro,889
POINT (2.1502122 41.3958248),Counter Grog Wise,,,,,company,,Carrer d'Aribau,"230-240, 6º J",,,,,2.1502122,41.3958248,239362,4608183,counter grog wise,889
POINT (2.1502242 41.3958334),Akuaro,,,,,human_resources,,,,,,,,2.1502242,41.3958334,239363,4608184,akuaro,889
POINT (2.1502584 41.3958246),Formabinari,,,,,it,,Carrer d'Aribau,"230-240, 6º B",,,,,2.1502584,41.3958246,239367,4608183,formabinari,889
POINT (2.1502474 41.3958333),Modo,,,,,company,,Carrer d'Aribau,"230-240, 6º I-bis",,,,,2.1502474,41.3958333,239366,4608184,modo,889
POINT (2.1502353 41.3958247),Ürbag,,,,,company,,Carrer d'Aribau,"230-240, 6º G-H",,,,,2.1502353,41.3958247,239364,4608183,ürbag,889
POINT (2.1502464 41.395816),Adman Media,,,,,company,,Carrer d'Aribau,"230-240, 6º C-D-E",,,,,2.1502464,41.395816,239365,4608182,adman media,889
POINT (2.182842 41.4048927),Associació de familiars d'alzheimer de Barcelona,,,,,association,,,,,,,,2.182842,41.4048927,242994,4609193,associació de familiars d'alzheimer de barcelona,264
POINT (2.1503216 41.3957796),Scyse Global,,,,,company,,Carrer Aribau,"230-240, 7º G",,,,,2.1503216,41.3957796,239374,4608178,scyse global,889
POINT (2.1503086 41.3957896),Estudio Potato,,,,,advertising_agency,,Carrer Aribau,"230, 7º F",,,,,2.1503086,41.3957896,239372,4608179,estudio potato,889
POINT (2.1502956 41.3957997),Invenio,,,,,company,,Carrer Aribau,"240, 7º B",,,,,2.1502956,41.3957997,239371,4608180,invenio,889
POINT (2.1502825 41.3958098),LEGO Education Robotix,,,,,company,,Carrer d'Aribau,"240, 7º B",,,,,2.1502825,41.3958098,239369,4608182,lego education robotix,889
POINT (2.1502952 41.3957604),Revit! Sport International B.V,,,,,company,,Carrer d'Aribau,"230-240, 7º M-N",,,,,2.1502952,41.3957604,239371,4608176,revit! sport international b.v,889
POINT (2.1502822 41.3957704),Francesc Labastida Azemar,,,,,architect,,Carrer d'Aribau,"230-240, 7º N-NY",,,,,2.1502822,41.3957704,239369,4608177,francesc labastida azemar,889
POINT (2.1502691 41.3957805),ABA English,,,,,company,,Carrer d'Aribau,"230-240, 7º I",,,,,2.1502691,41.3957805,239368,4608178,aba english,889
POINT (2.1502561 41.3957906),Admit-One,,,,,company,,Carrer d'Aribau,"230-240, 7º H",,,,,2.1502561,41.3957906,239367,4608179,admit-one,889
POINT (2.1719906 41.3789323),Ayoub Bakery,pastry,,,,,,Carrer de Sant Pau,39,8001.0,,Ayoub,,2.1719906,41.3789323,241786,4606303,ayoub bakery,585
POINT (2.1679623 41.387556),Honest Greens,,restaurant,,,,,Rambla de Catalunya,3,8007.0,Honest Greens,,,2.1679623,41.387556,241338,4607263,honest greens,713
POINT (2.1502004 41.3955419),Dir Tuset,,,,,,fitness_centre,Carrer d'Aribau,230-240,8006.0,,,,2.1502004,41.3955419,239360,4608152,dir tuset,-1
POINT (2.1503838 41.3957193),Elkanodata,,,,,company,,Carrer d'Aribau,"230-240, 8º S",,,,,2.1503838,41.3957193,239381,4608171,elkanodata,889
POINT (2.1503958 41.3957285),Unifurniture,,,,,company,,Carrer d'Aribau,"230-240, 8º OPR",,,,,2.1503958,41.3957285,239382,4608172,unifurniture,889
POINT (2.1503815 41.3956984),Mediaclick,,,,,company,,Carrer d'Aribau,"230-240, 8º NY",,,,,2.1503815,41.3956984,239380,4608169,mediaclick,889
POINT (2.1503426 41.3957279),Tusetstudio,,events_venue,,,,,Carrer d'Aribau,"230-240, 8º M/N",,,,,2.1503426,41.3957279,239376,4608172,tusetstudio,889
POINT (2.1503964 41.3957096),Espacio Mood,,events_venue,,,,,Carrer d'Aribau,"230-240, 8º L bis",,,,,2.1503964,41.3957096,239382,4608170,espacio mood,889
POINT (2.1503585 41.3957388),Mara Ferrez,,,,,stylist,,Carrer d'Aribau,"230-240, 8º L",,,,,2.1503585,41.3957388,239378,4608174,mara ferrez,889
POINT (2.1503685 41.3957083),Eleven Adworks,,,,,company,,Carrer d'Aribau,"230-240, 8º K",,,,,2.1503685,41.3957083,239379,4608170,eleven adworks,889
POINT (2.1503699 41.3957482),Signia Technologies,,,,,it,,Carrer d'Aribau,"230-240, 8º K",,,,,2.1503699,41.3957482,239379,4608175,signia technologies,889
POINT (2.1503712 41.395729),Garrigos Studio,,,,,graphic_design,,Carrer d'Aribau,"230-240, 8º I",,,,,2.1503712,41.395729,239379,4608173,garrigos studio,889
POINT (2.1504091 41.3956999),Pepe Andreu. Diseño de Muebles,,,,,interior_design,,Carrer d'Aribau,"230-240, 8º H",,,,,2.1504091,41.3956999,239384,4608169,pepe andreu. diseño de muebles,889
POINT (2.1503459 41.3957485),Wasabi Produccions,,,,,multi_media,,Carrer d'Aribau,"230-240, 8º F",,,,,2.1503459,41.3957485,239377,4608175,wasabi produccions,889
POINT (2.1503556 41.3957181),Social Elephants,,,,,company,,Carrer d'Aribau,"230-240, 8º E",,,,,2.1503556,41.3957181,239378,4608171,social elephants,889
POINT (2.1503829 41.3957384),Carrots,,,,,advertising_agency,,Carrer d'Aribau,"230-240, 8º D",,,,,2.1503829,41.3957384,239381,4608174,carrots,889
POINT (2.1503296 41.3957378),Tomás Lopez,,,,,interior_design,,Carrer d'Aribau,"230-240, 8º C",,,,,2.1503296,41.3957378,239375,4608174,tomás lopez,889
POINT (2.1503945 41.3956886),Gorka Murkuergiaga,,,,,interior_design,,Carrer d'Aribau,"230-240, 8º C",,,,,2.1503945,41.3956886,239382,4608168,gorka murkuergiaga,889
POINT (2.1504218 41.3957088),Syntec,,,,,company,,Carrer d'Aribau,"230-240, 8º B",,,,,2.1504218,41.3957088,239385,4608170,syntec,889
POINT (2.1503569 41.395758),Medi Fuel Service Company,,,,,company,,Carrer d'Aribau,"230-240, 8º A",,,,,2.1503569,41.395758,239378,4608176,medi fuel service company,889
POINT (2.1502954 41.39578),Creativa 360,,,,,company,,Carrer d'Aribau,"230-240, 7º O",,,,,2.1502954,41.39578,239371,4608178,creativa 360,889
POINT (2.1502823 41.3957901),Kupicoo,,,,,company,,Carrer d'Aribau,"230-240, 7º D",,,,,2.1502823,41.3957901,239369,4608179,kupicoo,889
POINT (2.1502693 41.3958002),Scruffy Dog Group,,,,,company,,Carrer d'Aribau,"230, 7E",,,,,2.1502693,41.3958002,239368,4608180,scruffy dog group,889
POINT (2.1211015 41.3945992),Rouras,,restaurant,,,,,Carrer d'Eduardo Conde,46,8034.0,,,burger;regional;chicken;pasta;curry;sandwich;salad;sausage,2.1211015,41.3945992,236121,4608047,rouras,-1
POINT (2.1244374 41.3952542),Hu Nan,,restaurant,,,,,Passatge de Senillosa,11,8034.0,,,chinese;japanese;oriental,2.1244374,41.3952542,236492,4608120,hu nan,130
POINT (2.1216516 41.3956723),Carrefour Express,convenience,,,,,,Carrer dels Caponata,10-12,8034.0,Carrefour Express,,,2.1216516,41.3956723,236182,4608166,carrefour express,-1
POINT (2.169325 41.391969),Camelia Art Café,,cafe,,,,,Carrer de la Diputació,278,,,,,2.169325,41.391969,241489,4607754,camelia art café,-1
POINT (2.1739477 41.3814819),Cheers pub,,pub,,,,,Carrer de la Boqueria,15,,,,,2.1739477,41.3814819,242004,4606587,cheers pub,814
POINT (2.1512877 41.3967653),Dumas & Dumas,,,,,company,,Carrer de Tuset,36,,,,,2.1512877,41.3967653,239481,4608288,dumas & dumas,912
POINT (2.1512704 41.396777),Vis a Vis,,,,,company,,Carrer de Tuset,36,,,,,2.1512704,41.396777,239479,4608289,vis a vis,912
POINT (2.1513292 41.3965813),SG Serveis,,,,,coworking,,Carrer de Tuset,34,,,,,2.1513292,41.3965813,239486,4608267,sg serveis,-1
POINT (2.1257063 41.3939715),El celler de sarria,,restaurant,,,,,Carrer de Manuel de Falla,17,8034.0,,,jamón;charcuteria;catalan,2.1257063,41.3939715,236634,4607977,el celler de sarria,134
POINT (2.1268216 41.3948699),Basilico Pizza,,fast_food,,,,,Passeig de Sant Joan Bosco,51,8017.0,,,pizza,2.1268216,41.3948699,236758,4608077,basilico pizza,136
POINT (2.1257658 41.3946083),El Escondite,,fast_food,,,,,Carrer de Benet Mateu,57,8034.0,,,pizza,2.1257658,41.3946083,236640,4608048,el escondite,-1
POINT (2.150713 41.3964315),Knock,,,,,company,,Carrer de Tuset,"27, 3º 1ª",,,,,2.150713,41.3964315,239417,4608251,knock,886
POINT (2.1309178 41.3882683),Restaurant Txokoa Diagonal,,restaurant,,,,,Avinguda Diagonal,593,8014.0,,,mediterranean;local;brasserie,2.1309178,41.3882683,237214,4607342,restaurant txokoa diagonal,359
POINT (2.1516184 41.3966163),MCI,,,,,company,,Carrer de Tuset,"32,5º",,,,,2.1516184,41.3966163,239518,4608271,mci,913
POINT (2.151649 41.3965779),Ovation,,,,,company,,Carrer de Tuset,"32, 5º",,,,,2.151649,41.3965779,239522,4608267,ovation,913
POINT (2.1516559 41.3965822),Ibga Peritaciones,,,,,company,,Carrer de Tuset,"32, 6º 1ª",,,,,2.1516559,41.3965822,239522,4608268,ibga peritaciones,913
POINT (2.1516209 41.3966035),"Valtor, S.L.",,,,,company,,Carrer de Tuset,"32,7º 1ª",,,,,2.1516209,41.3966035,239518,4608270,"valtor, s.l.",913
POINT (2.1516022 41.3966205),F&S Consultores,,,,,company,,Carrer de Tuset,"32, 7º 2ª",,,,,2.1516022,41.3966205,239516,4608272,f&s consultores,913
POINT (2.1516278 41.3966077),Federació Catalana de Golf,,,,,association,,Carrer de Tuset,"32, 8º",,,,,2.1516278,41.3966077,239519,4608270,federació catalana de golf,913
POINT (2.1515648 41.3966546),Alhos,,,,,consulting,,Carrer de Tuset,"32, 9º",,,,,2.1515648,41.3966546,239512,4608276,alhos,913
POINT (2.1514552 41.3967339),C&M,,,,,consulting,,Carrer de Tuset,"34, Entresol D",,,,,2.1514552,41.3967339,239500,4608284,c&m,913
POINT (2.1515046 41.39669),Hernández & Costa,,,,,lawyer,,Carrer de Tuset,34,,,,,2.1515046,41.39669,239505,4608280,hernández & costa,913
POINT (2.1514881 41.3967046),MarquesPatent,,,,,company,,Carrer de Tuset,34,,,,,2.1514881,41.3967046,239504,4608281,marquespatent,913
POINT (2.1514717 41.3967192),Capdevila Advocats,,,,,lawyer,,Carrer de Tuset,"34, Pral A",,,,,2.1514717,41.3967192,239502,4608283,capdevila advocats,913
POINT (2.1516372 41.3965992),Binia,,,,,company,,Carrer de Tuset,"32, bajos",,,,,2.1516372,41.3965992,239520,4608269,binia,913
POINT (2.1515835 41.3966376),Zimmermann Asociados,,,,,company,,Carrer de Tuset,"32, entresuelo",,,,,2.1515835,41.3966376,239514,4608274,zimmermann asociados,913
POINT (2.1515928 41.396629),Guillermo Busquets Giralt,,,,,lawyer,,Carrer de Tuset,"32, entresuelo",,,,,2.1515928,41.396629,239515,4608273,guillermo busquets giralt,913
POINT (2.151581 41.3966503),Avny Group,,,,,estate_agent,,Carrer de Tuset,"32, entresuelo 3",,,,,2.151581,41.3966503,239514,4608275,avny group,913
POINT (2.1516091 41.3966248),Rimbo,,,,,company,,Carrer de Tuset,"32, Entresuelo",,,,,2.1516091,41.3966248,239517,4608272,rimbo,913
POINT (2.1516116 41.396612),Cint,,,,,company,,Carrer de Tuset,"32, 1º 1ª",,,,,2.1516116,41.396612,239517,4608271,cint,913
POINT (2.1516397 41.3965865),Stayforlong,,,,,company,,Carrer de Tuset,"32, 2º",,,,,2.1516397,41.3965865,239521,4608268,stayforlong,913
POINT (2.1515741 41.3966461),L&M Advocats,,,,,lawyer,,Carrer de Tuset,"32, 4º",,,,,2.1515741,41.3966461,239513,4608275,l&m advocats,913
POINT (2.1516303 41.396595),CGS,,,,,consulting,,Carrer de Tuset,"32, 4º",,,,,2.1516303,41.396595,239519,4608269,cgs,913
POINT (2.1516465 41.3965907),Casual Advocats,,,,,lawyer,,Carrer de Tuset,"32, 4º 3ª",,,,,2.1516465,41.3965907,239521,4608268,casual advocats,913
POINT (2.1515997 41.3966333),Auditsis,,,,,company,,Carrer de Tuset,"32, 4º",,,,,2.1515997,41.3966333,239516,4608273,auditsis,913
POINT (2.1515904 41.3966418),Construnext,,,,,company,,Carrer de Tuset,"32, 4º",,,,,2.1515904,41.3966418,239515,4608274,construnext,913
POINT (2.1515716 41.3966589),Roca Plans Advocats,,,,,lawyer,,Carrer de Tuset,"32, 4º",,,,,2.1515716,41.3966589,239513,4608276,roca plans advocats,913
POINT (2.1516564 41.3964909),Fernando Calero Alacid,,,,,architect,,Carrer de Tuset,"30, 1º 1ª",,,,,2.1516564,41.3964909,239522,4608257,fernando calero alacid,913
POINT (2.1516388 41.3965068),Dr. Manuel Dicenta Sousa,,doctors,,doctor,,,Carrer de Tuset,"30, entlo 2ª",,,,,2.1516388,41.3965068,239520,4608259,dr. manuel dicenta sousa,913
POINT (2.1516739 41.3964749),Dr. A. Cabezas,,doctors,,doctor,,,Carrer de Tuset,"30, 6º 3ª",,,,,2.1516739,41.3964749,239524,4608256,dr. a. cabezas,913
POINT (2.1549576 41.4239525),Wendy Store,convenience,,,,,,,,,,,,2.1549576,41.4239525,239890,4611314,wendy store,108
POINT (2.1524419 41.4223901),Escola Piaget,,school,,,,,,,,,,,2.1524419,41.4223901,239610,4611140,escola piaget,92
POINT (2.1512922 41.4217688),,greengrocer,,,,,,,,,,,,2.1512922,41.4217688,239482,4611071,,-1
POINT (2.1518709 41.4220727),Condis,supermarket,,,,,,,,,Condis,,,2.1518709,41.4220727,239546,4611105,condis,92
POINT (2.1526018 41.422467),,hairdresser,,,,,,,,,,,,2.1526018,41.422467,239628,4611149,,92
POINT (2.1538965 41.4231886),,car_repair,,,,,,,,,,,,2.1538965,41.4231886,239772,4611229,,-1
POINT (2.1550455 41.4238479),,mobile_phone,,,,,,,,,,,,2.1550455,41.4238479,239900,4611303,,108
POINT (2.154898 41.4237631),Esculina Burgers,,restaurant,,,,,,,,,,,2.154898,41.4237631,239883,4611293,esculina burgers,108
POINT (2.1545027 41.423883),5-7,hairdresser,,,,,,,,,,,,2.1545027,41.423883,239839,4611307,5-7,-1
POINT (2.1545953 41.423759),,hairdresser,,,,,,,,,,,,2.1545953,41.423759,239850,4611293,,108
POINT (2.1544663 41.423535),,copyshop,,,,,,,,,,,,2.1544663,41.423535,239835,4611268,,108
POINT (2.1554193 41.4240382),Macxipa,bakery,,,,,,,,,,,,2.1554193,41.4240382,239941,4611324,macxipa,108
POINT (2.1556907 41.4242233),Santa Teresa de Jesús,,school,,,,,,,,,,,2.1556907,41.4242233,239971,4611345,santa teresa de jesús,108
POINT (2.1558992 41.4243034),It Optics,optician,,,,,,,,,,,,2.1558992,41.4243034,239995,4611353,it optics,108
POINT (2.1555737 41.4241304),Condis,supermarket,,,,,,,,,Condis,,,2.1555737,41.4241304,239958,4611334,condis,108
POINT (2.1554573 41.4240498),BBVA,,atm,,,,,,,,BBVA,BBVA,,2.1554573,41.4240498,239946,4611325,bbva,108
POINT (2.1550395 41.4240393),,hairdresser,,,,,,,,,,,,2.1550395,41.4240393,239899,4611324,,108
POINT (2.1550072 41.424078),Kyoto,appliance,,,,,,,,,,,,2.1550072,41.424078,239895,4611328,kyoto,108
POINT (2.1551257 41.4248121),,seafood,,,,,,,,,,,,2.1551257,41.4248121,239909,4611410,,110
POINT (2.1552944 41.4246964),,,,,,estate_agent,,,,,,,,2.1552944,41.4246964,239927,4611397,,110
POINT (2.1544407 41.4259941),Macxipa,bakery,,,,,,,,,,,,2.1544407,41.4259941,239832,4611542,macxipa,-1
POINT (2.1550846 41.4246252),,hairdresser,,,,,,,,,,,,2.1550846,41.4246252,239904,4611389,,110
POINT (2.1551793 41.424906),,hairdresser,,,,,,,,,,,,2.1551793,41.424906,239915,4611421,,110
POINT (2.1550558 41.4249672),,clothes,,,,,,,,,,,,2.1550558,41.4249672,239901,4611427,,110
POINT (2.1554755 41.4252822),Elena,hairdresser,,,,,,,,,,,,2.1554755,41.4252822,239948,4611462,elena,110
POINT (2.1556319 41.4246399),Digital Zone,appliance,,,,,,,,,,,,2.1556319,41.4246399,239965,4611391,digital zone,110
POINT (2.155123 41.4249382),,butcher,,,,,,,,,,,,2.155123,41.4249382,239908,4611424,,110
POINT (2.1554779 41.4254817),,,fast_food,,,,,,,,,,kebab,2.1554779,41.4254817,239948,4611485,,110
POINT (2.1554212 41.4255359),,supermarket,,,,,,,,,,,,2.1554212,41.4255359,239941,4611491,,110
POINT (2.1548534 41.4259295),,car_repair,,,,,,,,,,,,2.1548534,41.4259295,239878,4611534,,-1
POINT (2.1548302 41.4259775),Dent i Dent,,dentist,,dentist,,,,,,,,,2.1548302,41.4259775,239876,4611540,dent i dent,-1
POINT (2.1542279 41.4256837),,furniture,,,,,,,,,,,,2.1542279,41.4256837,239809,4611507,,-1
POINT (2.1541915 41.4257474),,,cafe,,,,,,,,,,,2.1541915,41.4257474,239805,4611514,,111
POINT (2.155666 41.4248812),,mobile_phone,,,,,,,,,,,,2.155666,41.4248812,239969,4611418,,110
POINT (2.1558854 41.4249915),,,fast_food,,,,,,,,,,kebab,2.1558854,41.4249915,239993,4611430,,110
POINT (2.1554147 41.4247568),,,pub,,,,,,,,,,,2.1554147,41.4247568,239941,4611404,,110
POINT (2.1557758 41.4248044),,butcher,,,,,,,,,,,,2.1557758,41.4248044,239981,4611409,,110
POINT (2.1557367 41.424923),,hairdresser,,,,,,,,,,,,2.1557367,41.424923,239977,4611422,,110
POINT (2.1534798 41.4253093),,laundry,,,,,,,,,,,,2.1534798,41.4253093,239725,4611465,,-1
POINT (2.1503192 41.4244982),Gabino,,pub,,,,,,,,,,,2.1503192,41.4244982,239374,4611375,gabino,-1
POINT (2.1530515 41.4251332),,supermarket,,,,,,,,,,Caprabo,,2.1530515,41.4251332,239678,4611446,,-1
POINT (2.1537289 41.4254333),Lladrucs,,veterinary,,,,,,,,,,,2.1537289,41.4254333,239753,4611479,lladrucs,111
POINT (2.1526929 41.4250385),El Sombrero Azul,,restaurant,,,,,,,,,,,2.1526929,41.4250385,239638,4611435,el sombrero azul,-1
POINT (2.1519565 41.4247111),El Mirador,,pub,,,,,,,,,,,2.1519565,41.4247111,239556,4611399,el mirador,105
POINT (2.1545442 41.4252722),,supermarket,,,,,,,,,,,,2.1545442,41.4252722,239844,4611461,,-1
POINT (2.1539031 41.425535),,,pub,,,,,,,,,,,2.1539031,41.425535,239772,4611491,,111
