geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Malaga_hdbscan_5_5
POINT (-4.4517564 36.686308),Kid and Us,,language_school,,,,,Avenida Molière,27,29004.0,,,,-4.4517564,36.686308,-495570,4083920,kid and us,-1
POINT (-4.4489365 36.6915342),Maria Victoria Hervas Jimenez,,pharmacy,,pharmacy,,,Avenida de los Guindos,29,29004.0,,,,-4.4489365,36.6915342,-495256,4084502,maria victoria hervas jimenez,99
POINT (-4.4496423 36.6901994),Papulinos 2,,restaurant,,,,,Calle Correo de Andalucía,4,29004.0,,,barbecue,-4.4496423,36.6901994,-495334,4084353,papulinos 2,-1
POINT (-4.4485984 36.6898291),El Hormiguero,,restaurant,,,,,Calle Correo de Andalucía,4,29004.0,,,regional,-4.4485984,36.6898291,-495218,4084312,el hormiguero,99
POINT (-4.4474303 36.6910341),Carrefour Express,convenience,,,,,,Avenida de los Guindos,31,29004.0,Carrefour Express,Carrefour,,-4.4474303,36.6910341,-495088,4084446,carrefour express,99
POINT (-4.4482064 36.6906051),Informatica La Crónica,computer,,,,,,Calle La Crónica,,29004.0,,,,-4.4482064,36.6906051,-495174,4084398,informatica la crónica,99
POINT (-4.44747 36.6900406),Hadavid,bakery,,,,,,Camino de La Térmica,10,29004.0,,,,-4.44747,36.6900406,-495092,4084335,hadavid,99
POINT (-4.3863622 36.7706238),Venta El Mijeño,,restaurant,,,,,,,,,,,-4.3863622,36.7706238,-488290,4093306,venta el mijeño,1
POINT (-4.4404038 36.7119013),ALDI,supermarket,,,,,,,1,29006.0,ALDI,,,-4.4404038,36.7119013,-494306,4086769,aldi,110
POINT (-4.4285269 36.718996),Registro de la Propiedad,,,,,government,,Calle Cerrojo,17,29007.0,,,,-4.4285269,36.718996,-492984,4087559,registro de la propiedad,-1
POINT (-4.4098552 36.7189056),Central Malagueta,,cafe,,,,,Calle Cervantes,13,,,,,-4.4098552,36.7189056,-490905,4087549,central malagueta,81
POINT (-4.4099088 36.7185643),Cajamar,,bank,,,,,,,,Cajamar,,,-4.4099088,36.7185643,-490911,4087511,cajamar,81
POINT (-4.4092956 36.7190839),La Equina,,restaurant,,,,,,,,,,,-4.4092956,36.7190839,-490843,4087568,la equina,-1
POINT (-4.4100416 36.719689),Refectorium,,restaurant,,,,,Calle Cervantes,8,29016.0,,,,-4.4100416,36.719689,-490926,4087636,refectorium,81
POINT (-4.4100479 36.7194835),Cresp Innova,supermarket,,,,,,Calle Cervantes,10,29016.0,,,,-4.4100479,36.7194835,-490927,4087613,cresp innova,81
POINT (-4.4094873 36.7189592),Gin Tonic,,bar,,,,,,,,,,,-4.4094873,36.7189592,-490864,4087555,gin tonic,81
POINT (-4.4201239 36.7196142),Endomálaga,,,,dentist,,,Calle Molina Lario,"14, 1º Izq.",29015.0,,,,-4.4201239,36.7196142,-492048,4087627,endomálaga,142
POINT (-4.4300934 36.7274746),Cirugía Oral Maxilofacial Doctor Salinas,,dentist,,dentist,,,,2,,,,,-4.4300934,36.7274746,-493158,4088502,cirugía oral maxilofacial doctor salinas,113
POINT (-4.4305393 36.7150374),Triodos Bank,,bank,,,,,Calle Callejones del Perchel,6,29002.0,Triodos Bank,Triodos Bank,,-4.4305393,36.7150374,-493208,4087118,triodos bank,136
POINT (-4.4762984 36.7219659),Cardamomo,,restaurant,,,,,Calle Hermes,7,29010.0,,,,-4.4762984,36.7219659,-498302,4087889,cardamomo,48
POINT (-4.4628684 36.71691),,bookmaker,,,,,,Calle Franz Kafka,10,29010.0,,,,-4.4628684,36.71691,-496807,4087326,,57
POINT (-4.4622415 36.7170072),Farmacia Ciudad de la Justicia,,pharmacy,,pharmacy,,,Calle Pirandello,8,29011.0,,,,-4.4622415,36.7170072,-496737,4087337,farmacia ciudad de la justicia,57
POINT (-4.4622366 36.7173932),El viejo pit,,restaurant,,,,,,,,,,,-4.4622366,36.7173932,-496736,4087380,el viejo pit,57
POINT (-4.4628666 36.7166827),,convenience,,,,,,,,,,,,-4.4628666,36.7166827,-496806,4087301,,57
POINT (-4.4628462 36.715877),,,cafe,,,,,,,,,,,-4.4628462,36.715877,-496804,4087211,,57
POINT (-4.4278001 36.7101821),Área de Accesibilidad Universal,,,,,government,,Paseo Antonio Machado,12,29002.0,,Ayuntamiento de Málaga,,-4.4278001,36.7101821,-492903,4086577,área de accesibilidad universal,124
POINT (-4.4168286 36.7363191),Papelería Papelotes,stationery,,,,,,Avenida Manuel Gorría,40,29013.0,,,,-4.4168286,36.7363191,-491681,4089487,papelería papelotes,-1
POINT (-4.4639776 36.7154087),Unicaja Banco,,bank,,,,,Calle Kandinsky,6,29010.0,Unicaja Banco,Unicaja,,-4.4639776,36.7154087,-496930,4087159,unicaja banco,57
POINT (-4.4204847 36.7240567),Copyrap,copyshop,,,,company,,Calle Puerta de Buenaventura,6,29008.0,Copyrap,,,-4.4204847,36.7240567,-492088,4088122,copyrap,142
POINT (-4.4454201 36.7102006),El Pescaito de Nicolas,,restaurant,,,,,Avenida Juan XXIII,45,29006.0,,,spanish;fish;tapas,-4.4454201,36.7102006,-494864,4086580,el pescaito de nicolas,109
POINT (-4.4229346 36.7197004),Orange,mobile_phone,,,,,,Calle Nueva,32,29005.0,Orange,,,-4.4229346,36.7197004,-492361,4087637,orange,142
POINT (-4.4150434 36.7213835),,,cafe,,,,,,,,,,,-4.4150434,36.7213835,-491483,4087824,,-1
POINT (-4.4299181 36.7201442),Aldi,supermarket,,,,,,Calle Montes de Oca,15,29007.0,Aldi,,,-4.4299181,36.7201442,-493138,4087686,aldi,133
POINT (-4.3503468 36.7175402),Restaurante Playa,,restaurant,,,,,,,,,,,-4.3503468,36.7175402,-484281,4087397,restaurante playa,33
POINT (-4.3603414 36.719595),Zapata,,cafe,,,,,,,,,,,-4.3603414,36.719595,-485393,4087625,zapata,39
POINT (-4.4235166 36.7163866),Teatro Flamenco El Soho,,theatre,,,,,Calle Vendeja,30,,,,,-4.4235166,36.7163866,-492426,4087268,teatro flamenco el soho,142
POINT (-4.422377 36.7211029),Nespresso,,cafe,,,,,,,,,,,-4.422377,36.7211029,-492299,4087793,nespresso,142
POINT (-4.4217489 36.7198619),Mango Man,clothes,,,,,,Calle Marqués de Larios,6,29005.0,Mango,,,-4.4217489,36.7198619,-492229,4087655,mango man,142
POINT (-4.4221929 36.7196873),Zara Home,interior_decoration,,,,,,Calle Liborio García,5,29005.0,Zara Home,,,-4.4221929,36.7196873,-492279,4087636,zara home,142
POINT (-4.4222948 36.7208283),Starbucks,,cafe,,,,,,4,29005.0,Starbucks,,coffee_shop,-4.4222948,36.7208283,-492290,4087763,starbucks,142
POINT (-4.4218354 36.7207695),Vodafone,mobile_phone,,,,,,Calle Marqués de Larios,2,29005.0,Vodafone,,,-4.4218354,36.7207695,-492239,4087756,vodafone,142
POINT (-4.4248842 36.7194707),Recyclo Bike Café,,cafe,,,,,,16,29005.0,,,,-4.4248842,36.7194707,-492578,4087611,recyclo bike café,142
POINT (-4.4250266 36.7196764),Café Bar Ortega,,restaurant,,,,,Pasillo de Santa Isabel,15,29005.0,,,,-4.4250266,36.7196764,-492594,4087634,café bar ortega,142
POINT (-4.4249154 36.7195164),Recyclo Bike Shop Centro & Café,bicycle,,,,,,Plaza Enrique García Herrera,16,29005.0,,,,-4.4249154,36.7195164,-492582,4087617,recyclo bike shop centro & café,142
POINT (-4.421274 36.7172933),Málaga Bike Tours & Rentals,bicycle,,,,,,Calle Trinidad Grund,5A,29001.0,,Kay Farrell,,-4.421274,36.7172933,-492176,4087369,málaga bike tours & rentals,142
POINT (-4.4250135 36.7213392),,,post_box,,,,,,,,,,,-4.4250135,36.7213392,-492593,4087819,,142
POINT (-4.4187429 36.7224052),Los Patios de Beatas,,restaurant,,,,,Calle Beatas,43,29006.0,,,,-4.4187429,36.7224052,-491894,4087938,los patios de beatas,142
POINT (-4.4209626 36.7202586),Taberna de Pitita,,restaurant,,,,,Calle Fresca,12,,,,regional,-4.4209626,36.7202586,-492142,4087699,taberna de pitita,142
POINT (-4.4229388 36.7359502),Colectivo Cultural Maynake,,theatre,,,,,Calle San Juan Bosco,79,29014.0,,,,-4.4229388,36.7359502,-492362,4089446,colectivo cultural maynake,104
POINT (-4.4227404 36.7222279),Mía Coffee Shop,,cafe,,,,,,4,29008.0,,,,-4.4227404,36.7222279,-492339,4087918,mía coffee shop,142
POINT (-4.4234837 36.7195462),Cafeteria Bertani Café,,cafe,,,,,Calle San Juan,40,29005.0,,,,-4.4234837,36.7195462,-492422,4087620,cafeteria bertani café,142
POINT (-4.398059 36.8361743),Mirador de Pocopán,,,viewpoint,,,,,,,,,,-4.398059,36.8361743,-489592,4100603,mirador de pocopán,-1
POINT (-4.4271718 36.7109436),Cafe Bar torrú,,cafe,,,,,Calle Alfonso Reyes,4,29002.0,,,coffee_shop,-4.4271718,36.7109436,-492833,4086662,cafe bar torrú,124
POINT (-4.4282198 36.729555),Mercadona,supermarket,,,,,,Avenida Doctor Marañón,,29009.0,Mercadona,,,-4.4282198,36.729555,-492949,4088734,mercadona,77
POINT (-4.4200126 36.7247534),Patio19,,,hostel,,,,Calle Mariblanca,19,29012.0,,,,-4.4200126,36.7247534,-492036,4088200,patio19,142
POINT (-4.4898337 36.6758511),Hertz,,car_rental,,,,,,,,Hertz,,,-4.4898337,36.6758511,-499808,4082756,hertz,25
POINT (-4.3965436 36.723259),,,atm,,,,,,,,Cajamar,Cajamar Caja Rural,,-4.3965436,36.723259,-489423,4088033,,73
POINT (-4.3965294 36.7232468),Cajamar,,bank,,,,,Avenida Pintor Joaquín Sorolla,8,29016.0,Cajamar,Cajamar Caja Rural,,-4.3965294,36.7232468,-489422,4088032,cajamar,73
POINT (-4.3966189 36.7235729),Carrefour Express,supermarket,,,,,,Avenida Pintor Joaquín Sorolla,7,29016.0,Carrefour Express,,,-4.3966189,36.7235729,-489432,4088068,carrefour express,73
POINT (-4.3964584 36.7304209),Supersol,supermarket,,,,,,Avenida del Mayorazgo,13,29016.0,Supersol,,,-4.3964584,36.7304209,-489414,4088830,supersol,44
POINT (-4.4029498 36.7321751),Farmacia Pinos del Limonar,,pharmacy,,pharmacy,,,Calle Sierra de Grazalema,32,29016.0,,,,-4.4029498,36.7321751,-490136,4089026,farmacia pinos del limonar,45
POINT (-4.4026975 36.7304701),Autoservicio Mari Y Jo,convenience,,,,,,Calle Sierra de Grazalema,26,29016.0,,,,-4.4026975,36.7304701,-490108,4088836,autoservicio mari y jo,46
POINT (-4.4200679 36.7194499),Bankinter,,bank,,,,,,,,Bankinter,,,-4.4200679,36.7194499,-492042,4087609,bankinter,142
POINT (-4.4197371 36.71925),Tita Carmen,,restaurant,,,,,,,,,,tapas,-4.4197371,36.71925,-492005,4087587,tita carmen,142
POINT (-4.4200664 36.7192349),Antonio Parriego,shoes,,,,,,,,,,,,-4.4200664,36.7192349,-492042,4087585,antonio parriego,142
POINT (-4.4200725 36.7193612),Bellehari,shoes,,,,,,,,,,,,-4.4200725,36.7193612,-492042,4087599,bellehari,142
POINT (-4.4200916 36.7196176),Málaga Store Souvenirs,gift,,,,,,,,,,,,-4.4200916,36.7196176,-492045,4087628,málaga store souvenirs,142
POINT (-4.4118396 36.7273687),Farmacia Ferrándiz,,pharmacy,,pharmacy,,,Calle Ferrándiz,21,29012.0,,,,-4.4118396,36.7273687,-491126,4088491,farmacia ferrándiz,142
POINT (-4.4137224 36.7286691),Farmacia Coronado,,pharmacy,,pharmacy,,,Calle San Patricio,9,29013.0,,,,-4.4137224,36.7286691,-491336,4088635,farmacia coronado,142
POINT (-4.4136126 36.7270815),,,post_box,,,,,,,,,,,-4.4136126,36.7270815,-491323,4088459,,142
POINT (-4.4135736 36.727153),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4135736,36.727153,-491319,4088467,,142
POINT (-4.4135818 36.7271133),,,atm,,,,,,,,Unicaja Banco,Unicaja,,-4.4135818,36.7271133,-491320,4088462,,142
POINT (-4.4145098 36.7269327),Farmacia Plaza de la Victoria,,pharmacy,,pharmacy,,,,11,29012.0,,,,-4.4145098,36.7269327,-491423,4088442,farmacia plaza de la victoria,142
POINT (-4.4135771 36.7271369),Unicaja Banco,,bank,,,,,Calle Compás de la Victoria,2,29012.0,Unicaja Banco,Unicaja,,-4.4135771,36.7271369,-491319,4088465,unicaja banco,142
POINT (-4.4153027 36.7270661),Centro de Salud Victoria,,clinic,,clinic,,,Calle Chaves,2,29013.0,,Servicio Andaluz de Salud,,-4.4153027,36.7270661,-491511,4088457,centro de salud victoria,142
POINT (-4.4159353 36.7307419),Papertoys,stationery,,,,,,Calle Manrique,24,29013.0,,,,-4.4159353,36.7307419,-491582,4088866,papertoys,142
POINT (-4.4157255 36.7288656),Reebok Sports Center,,,,,,fitness_centre,Calle Tejeros,,,,,,-4.4157255,36.7288656,-491559,4088657,reebok sports center,142
POINT (-4.4494747 36.7137017),Suma,supermarket,,,,,,Calle Corregidor Francisco de Molina,4,29006.0,Suma,,,-4.4494747,36.7137017,-495316,4086969,suma,-1
POINT (-4.4218906 36.7194709),Caixabank,,bank,,,,,Calle Liborio García,10,29005.0,Caixabank,,,-4.4218906,36.7194709,-492245,4087612,caixabank,142
POINT (-4.3647373 36.7200145),Eurofresh Vegetales y Frutas,greengrocer,,,,,,Avenida Salvador Allende,19,29017.0,,,,-4.3647373,36.7200145,-485883,4087672,eurofresh vegetales y frutas,-1
POINT (-4.3648224 36.7202818),Burguer La Playa,,fast_food,,,,,Avenida Pío Baroja,6,29017.0,,,burger,-4.3648224,36.7202818,-485892,4087702,burguer la playa,39
POINT (-4.3532717 36.7178211),Narval Marisquería,,restaurant,,,,,,,,,,,-4.3532717,36.7178211,-484606,4087428,narval marisquería,-1
POINT (-4.4388379 36.6956668),Mums Cafetería-Cervecería-Heladería,,cafe,,,,,Calle Pacífico,23,29004.0,,,ice_cream,-4.4388379,36.6956668,-494131,4084962,mums cafetería-cervecería-heladería,95
POINT (-4.4166094 36.7308654),Farmacia Laynez,,pharmacy,,pharmacy,,,Calle Paco Miranda,20,29013.0,,,,-4.4166094,36.7308654,-491657,4088880,farmacia laynez,142
POINT (-4.420312 36.7275808),Centro Arte,craft,,,,,,,,,,,,-4.420312,36.7275808,-492069,4088514,centro arte,-1
POINT (-4.4202831 36.7277987),Maskom One,supermarket,,,,,,Calle San Millán,13,,Maskom,,,-4.4202831,36.7277987,-492066,4088539,maskom one,-1
POINT (-4.4152572 36.729468),Bazar Andalucía,variety_store,,,,,,Calle Gordón,9,29013.0,,,,-4.4152572,36.729468,-491506,4088724,bazar andalucía,142
POINT (-4.4156793 36.7298471),Gambrinus,,restaurant,,,,,Calle Zenete,5,29013.0,,,regional,-4.4156793,36.7298471,-491553,4088767,gambrinus,142
POINT (-4.4172397 36.7323229),BBVA,,bank,,,,,Alameda Capuchinos,75,,BBVA,BBVA,,-4.4172397,36.7323229,-491727,4089042,bbva,142
POINT (-4.4175277 36.7317175),Ping An,convenience,,,,,,,,,,,,-4.4175277,36.7317175,-491759,4088975,ping an,142
POINT (-4.4236083 36.7201336),La Recova,,cafe,,,,,Pasaje Nuestra Señora de los Dolores de San Juan,3,29005.0,,,,-4.4236083,36.7201336,-492436,4087685,la recova,142
POINT (-4.4211845 36.7203907),El Chinitas,,restaurant,,,,,Calle Moreno Monroy,4,29005.0,,,,-4.4211845,36.7203907,-492166,4087714,el chinitas,142
POINT (-4.4313935 36.7344735),Multicines Rosaleda,,cinema,,,,,,,,,,,-4.4313935,36.7344735,-493303,4089282,multicines rosaleda,77
POINT (-4.4200733 36.7212108),Terra Mia,,restaurant,,,,,,,,,,italian,-4.4200733,36.7212108,-492043,4087805,terra mia,142
POINT (-4.4296213 36.7198293),Dico Digital,copyshop,,,,,,Calle Ríos Rosas,8,29007.0,,,,-4.4296213,36.7198293,-493105,4087651,dico digital,133
POINT (-4.3985469 36.7247094),Farmacia Limonar,,pharmacy,,pharmacy,,,Paseo del Limonar,12,29016.0,,,,-4.3985469,36.7247094,-489646,4088195,farmacia limonar,68
POINT (-4.4557539 36.6833255),Fundación Tercio de Extranjeros de la Legión,,,,,foundation,,Avenida Imperio Argentina,7,29004.0,,,,-4.4557539,36.6833255,-496015,4083588,fundación tercio de extranjeros de la legión,65
POINT (-4.4418344 36.6957142),Junior Fiesta,,events_venue,,,,,Calle Cañada del Tesoro,4,29003.0,,,,-4.4418344,36.6957142,-494465,4084967,junior fiesta,94
POINT (-4.4184814 36.721776),Bodeguita El Gallo,,restaurant,,,,,Calle San Agustín,19,29015.0,,,,-4.4184814,36.721776,-491865,4087868,bodeguita el gallo,142
POINT (-4.4255914 36.7144071),Óleo Restaurante,,restaurant,,,,,Calle Alemania,,29001.0,,,,-4.4255914,36.7144071,-492657,4087048,óleo restaurante,142
POINT (-4.4223352 36.7162997),El Rincón del Cervecero,beverages,pub,,,,,Calle Casas de Campos,5,29001.0,,,,-4.4223352,36.7162997,-492294,4087258,el rincón del cervecero,142
POINT (-4.4229024 36.723979),Andalucía Compromiso Digital,,,,,government,,,,,,,,-4.4229024,36.723979,-492357,4088113,andalucía compromiso digital,142
POINT (-4.413762 36.7267275),Bocatería Gustavo,,fast_food,,,,,,20,29012.0,,,burger;sandwich,-4.413762,36.7267275,-491340,4088419,bocatería gustavo,142
POINT (-4.4153687 36.7266539),Asociación Ruedas Redondas,,,,,association,,Calle Poeta Concha Méndez,3,29013.0,,,,-4.4153687,36.7266539,-491519,4088411,asociación ruedas redondas,142
POINT (-4.4229379 36.7356368),Facua Málaga,,,,,association,,Calle San Juan Bosco,75,29014.0,,,,-4.4229379,36.7356368,-492361,4089411,facua málaga,104
POINT (-4.4221662 36.7156621),La Barbería,hairdresser,,,,,,Calle Martínez Campos,3,29001.0,,,,-4.4221662,36.7156621,-492276,4087188,la barbería,142
POINT (-4.4428285 36.6897311),,,charging_station,,,,,,,,,,,-4.4428285,36.6897311,-494576,4084301,,-1
POINT (-4.4206448 36.7248613),Sleazy Records,music,,,,,,Calle Dos Aceras,14,29012.0,,,,-4.4206448,36.7248613,-492106,4088212,sleazy records,142
POINT (-4.415664 36.7311626),Ancá er Mejillón,,restaurant,,,,,Calle Santa María Micaela,16,29013.0,,,spanish;seafood,-4.415664,36.7311626,-491552,4088913,ancá er mejillón,142
POINT (-4.4155514 36.7311771),Enrique y Paco,,restaurant,,,,,Calle Santa María Micaela,16,29013.0,,,spanish;fish,-4.4155514,36.7311771,-491539,4088915,enrique y paco,142
POINT (-4.4153204 36.7310683),El Escaparate,art,,,,,,Calle Cristo de la Epidemia,71,29013.0,,,,-4.4153204,36.7310683,-491513,4088903,el escaparate,142
POINT (-4.4153193 36.7311135),Aries,travel_agency,,,,,,Calle Cristo de la Epidemia,73,29013.0,,,chicken,-4.4153193,36.7311135,-491513,4088908,aries,142
POINT (-4.415346 36.7312195),Fortuna,convenience,,,,,,Calle Cristo de la Epidemia,75,29013.0,,,,-4.415346,36.7312195,-491516,4088919,fortuna,142
POINT (-4.4152865 36.730959),Copicentro,copyshop,,,,,,Calle Cristo de la Epidemia,67,29013.0,Copicentro,,,-4.4152865,36.730959,-491510,4088890,copicentro,142
POINT (-4.4152568 36.7307823),Tejeringo's,,cafe,,,,,Calle Cristo de la Epidemia,65,29013.0,Tejeringo's Coffee,,,-4.4152568,36.7307823,-491506,4088871,tejeringo's,142
POINT (-4.4149657 36.7306846),Mercería Reyes,clothes,,,,,,Calle Cristo de la Epidemia,66,29013.0,,,,-4.4149657,36.7306846,-491474,4088860,mercería reyes,142
POINT (-4.4149853 36.7308072),Cafetería El Cañón,,cafe,,,,,Calle Cristo de la Epidemia,66,29013.0,,,,-4.4149853,36.7308072,-491476,4088873,cafetería el cañón,142
POINT (-4.4150576 36.7311265),Veneno Moda,clothes,,,,,,Calle Cristo de la Epidemia,72,29013.0,,,,-4.4150576,36.7311265,-491484,4088909,veneno moda,142
POINT (-4.415063 36.7312318),CajaSur,,bank,,,,,Calle Cristo de la Epidemia,76,29013.0,CajaSur,,,-4.415063,36.7312318,-491485,4088921,cajasur,142
POINT (-4.4150784 36.7313017),Caja Rural de Granada,,atm,,,,,Calle Cristo de la Epidemia,76,29013.0,Caja Rural de Granada,,,-4.4150784,36.7313017,-491487,4088929,caja rural de granada,142
POINT (-4.4151824 36.7317309),Miki Moda,clothes,,,,,,Calle Cristo de la Epidemia,80,29013.0,,,,-4.4151824,36.7317309,-491498,4088976,miki moda,142
POINT (-4.4152096 36.7318522),Primor,cosmetics,,,,,,Calle Cristo de la Epidemia,80,29013.0,Primor,,,-4.4152096,36.7318522,-491501,4088990,primor,142
POINT (-4.4152271 36.7319369),Charcutería París,butcher,,,,,,Calle Cristo de la Epidemia,82,29013.0,,,,-4.4152271,36.7319369,-491503,4088999,charcutería parís,142
POINT (-4.4152465 36.7320174),Plantas Toñi,florist,,,,,,Calle Cristo de la Epidemia,82,29013.0,,,,-4.4152465,36.7320174,-491505,4089008,plantas toñi,142
POINT (-4.4152547 36.7320667),Azurterra,,,,,estate_agent,,Calle Cristo de la Epidemia,84,29013.0,Movistar,,kebab;turkish;pizza,-4.4152547,36.7320667,-491506,4089014,azurterra,142
POINT (-4.4151007 36.7321093),MarCobos,beauty,,,,,,Calle Cristo de la Epidemia,84,29013.0,,,,-4.4151007,36.7321093,-491489,4089018,marcobos,142
POINT (-4.415107 36.7321398),El Herbolario De Sonia,herbalist,,,,,,Calle Cristo de la Epidemia,86,29013.0,,,,-4.415107,36.7321398,-491490,4089022,el herbolario de sonia,142
POINT (-4.4152766 36.7321637),Valdi,,fast_food,,,,,Calle Cristo de la Epidemia,86,29013.0,,,,-4.4152766,36.7321637,-491509,4089024,valdi,142
POINT (-4.4145527 36.7257672),Fausto's Grill,,restaurant,,,,,Calle Victoria,86,29012.0,,,argentinian,-4.4145527,36.7257672,-491428,4088312,fausto's grill,142
POINT (-4.4146911 36.7255745),Caminamos,shoes,,,,,,Calle Victoria,78,29012.0,,,,-4.4146911,36.7255745,-491443,4088291,caminamos,142
POINT (-4.4148527 36.7256549),Abc Inmobiliaria,,,,,estate_agent,,Calle Victoria,63,29012.0,,,,-4.4148527,36.7256549,-491461,4088300,abc inmobiliaria,142
POINT (-4.4150055 36.7251852),Super Bazar Y Alimentación,variety_store,,,,,,Calle Victoria,68,29012.0,,,,-4.4150055,36.7251852,-491478,4088248,super bazar y alimentación,142
POINT (-4.4149851 36.7252072),Idiomas Victoria,,language_school,,,,,Calle Victoria,68,29012.0,,,,-4.4149851,36.7252072,-491476,4088250,idiomas victoria,142
POINT (-4.4151916 36.7252057),Puravida Natural,herbalist,,,,,,Calle Victoria,43,29012.0,,,,-4.4151916,36.7252057,-491499,4088250,puravida natural,142
POINT (-4.4151128 36.7250576),Dia,supermarket,,,,,,Calle Victoria,64,29012.0,Dia,,,-4.4151128,36.7250576,-491490,4088233,dia,142
POINT (-4.4151709 36.7249803),Biomilanes,supermarket,,,,,,Calle Victoria,62,29012.0,,,,-4.4151709,36.7249803,-491497,4088225,biomilanes,142
POINT (-4.415317 36.7248007),Planeta Casa,,,,,property_management,,Calle Victoria,54,29012.0,,,,-4.415317,36.7248007,-491513,4088205,planeta casa,142
POINT (-4.415351 36.7249983),Bazar Multiprecios Málaga,variety_store,,,,,,Calle Victoria,37,29012.0,,,,-4.415351,36.7249983,-491517,4088227,bazar multiprecios málaga,142
POINT (-4.4155466 36.7247583),Kantis,,dentist,,dentist,,,Calle Victoria,31,29012.0,,,,-4.4155466,36.7247583,-491539,4088200,kantis,142
POINT (-4.4154341 36.724655),Neurona Center,,,,,coworking,,Calle Victoria,50,29012.0,,,,-4.4154341,36.724655,-491526,4088189,neurona center,142
POINT (-4.4156709 36.7246161),Farmacia Sanjuan Valero,,pharmacy,,pharmacy,,,Calle Victoria,29,29012.0,,,,-4.4156709,36.7246161,-491552,4088184,farmacia sanjuan valero,142
POINT (-4.4166893 36.7233984),Byoko,,restaurant,,,,,,22,29012.0,,,international,-4.4166893,36.7233984,-491666,4088049,byoko,142
